"ipm_id"	"env_variable"	"vr_expr_name"	"env_range"	"env_function"	"model_type"
"bbbbb7"	"Soil Fertility"	"min_fert4_trans"	"-0.87521570000000004"	NA	"Parameter"
"bbbbb7"	"Soil Fertility"	"max_fert4_trans"	"2.4910649999999999"	NA	"Parameter"
"bbbbb7"	"Soil Fertility_beta"	"fert4_alpha"	NA	"((1 - fert4_mu) / fert4_var - (1 / fert4_mu)) * fert4_mu ^2"	"Evaluated"
"bbbbb7"	"Soil Fertility_beta"	"fert4_beta"	NA	"fert4_alpha * (1 / fert4_mu - 1)"	"Evaluated"
"bbbbb7"	"Soil Fertility"	"fert4_mu"	"0.2258674"	NA	"Parameter"
"bbbbb7"	"Soil Fertility"	"fert4_var"	"0.1145887"	NA	"Parameter"
"bbbbb7"	"Soil Fertility"	"fert4"	NA	"(fert4_temp * max_ph_trans) + min_ph_trans"	"Evaluated"
"bbbbb7"	"Mean Annual Precipitation"	"map"	NA	"Norm(map_mu, map_sd)"	"Substituted"
"bbbbb7"	"Mean Annual Precipitation"	"map_mu"	"0.24"	NA	"Parameter"
"bbbbb7"	"Mean Annual Precipitation"	"map_sd"	"1.1220000000000001"	NA	"Parameter"
"bbbbb8"	"prec"	"prec"	NA	NA	NA
"bbbbb8"	"temp"	"temp"	NA	NA	NA
"bbbbb8"	"ba"	"ba"	NA	NA	NA
"bbbbb8"	"pa"	"prec_a"	NA	NA	NA
"bbbbb8"	"ta"	"temp_a"	NA	NA	NA
"bbbbb8"	"pta"	"pta"	NA	NA	NA
"bbbbb8"	"lambda"	"lambda"	NA	NA	NA
"bbbbb8"	"rec_int"	"rec_int"	NA	NA	NA
"bbbbb8"	"t_rec"	"t_rec"	NA	NA	NA
"bbbbb8"	"ba_rec"	"ba_rec"	NA	NA	NA
"bbbbb9"	"prec_s"	"prec_s"	NA	NA	NA
"bbbbb9"	"t_s"	"t_s"	NA	NA	NA
"bbbbb9"	"ba_s"	"ba_s"	NA	NA	NA
"bbbbb9"	"pa_s"	"pa_s"	NA	NA	NA
"bbbbb9"	"ta_s"	"ta_s"	NA	NA	NA
"bbbbb9"	"pta_s"	"pta_s"	NA	NA	NA
"bbbbb9"	"t_g"	"t_g"	NA	NA	NA
"bbbbb9"	"ba_g"	"ba_g"	NA	NA	NA
"bbbbb9"	"ta_g"	"ta_g"	NA	NA	NA
"bbbbb9"	"lambda"	"lambda"	NA	NA	NA
"bbbbb9"	"prec_rec"	"prec_rec"	NA	NA	NA
"bbbbb9"	"t_rec"	"t_rec"	NA	NA	NA
"bbbbb9"	"ba_rec"	"ba_rec"	NA	NA	NA
"aaa319"	"Growth_0_Intercept_1_1"	"g0_1_1_int"	"NULL"	"Norm(g0i_1_1, g0ise_1_1)"	"Substituted"
"aaa319"	"Growth_0_Slope_1_1"	"g0_1_1_slo"	"NULL"	"Norm(g0s_1_1, g0sse_1_1)"	"Substituted"
"aaa319"	"Growth_1_Intercept_1_1"	"g1_1_1_int"	"NULL"	"Norm(g1i_1_1, g1ise_1_1)"	"Substituted"
"aaa319"	"Growth_1_Slope_1_1"	"g1_1_1_slo"	"NULL"	"Norm( g1s_1_1, g1sse_1_1)"	"Substituted"
"aaa319"	"SurvivalIntercept_1_1"	"si_1_1_surv"	"NULL"	"Norm(si_1_1, sise_1_1)"	"Substituted"
"aaa319"	"SurvivalSlope_1_1"	"ss_1_1_surv"	"NULL"	"Norm(ss_1_1, ssse_1_1)"	"Substituted"
"aaa319"	"FlowerProbIntercept_1_1"	"fp_1_1_int"	"NULL"	"Norm( fi_1_1, fise_1_1)"	"Substituted"
"aaa319"	"FlowerProbSlope_1_1"	"fp_1_1_slo"	"NULL"	"Norm( fs_1_1, fsse_1_1)"	"Substituted"
"aaa319"	"Growth_0_Intercept_1_1"	"g0i_1_1"	"-0.34715625"	NA	"Parameter"
"aaa319"	"Growth_0_Slope_1_1"	"g0s_1_1"	"0.72151889700000005"	NA	"Parameter"
"aaa319"	"Growth_0_Intercept_1_1"	"g0ise_1_1"	"0.12719559999999999"	NA	"Parameter"
"aaa319"	"Growth_0_Slope_1_1"	"g0sse_1_1"	"0.1035978"	NA	"Parameter"
"aaa319"	"Growth_1_Intercept_1_1"	"g1i_1_1"	"2.0073994919999998"	NA	"Parameter"
"aaa319"	"Growth_1_Slope_1_1"	"g1s_1_1"	"0.74266839600000001"	NA	"Parameter"
"aaa319"	"Growth_1_Intercept_1_1"	"g1ise_1_1"	"0.1126342"	NA	"Parameter"
"aaa319"	"Growth_1_Slope_1_1"	"g1sse_1_1"	"0.1144859"	NA	"Parameter"
"aaa319"	"SurvivalIntercept_1_1"	"si_1_1"	"-0.63454601099999997"	NA	"Parameter"
"aaa319"	"SurvivalIntercept_1_1"	"sise_1_1"	"0.41878142699999998"	NA	"Parameter"
"aaa319"	"SurvivalSlope_1_1"	"ss_1_1"	"0.67123738799999999"	NA	"Parameter"
"aaa319"	"SurvivalSlope_1_1"	"ssse_1_1"	"0.220941637"	NA	"Parameter"
"aaa319"	"FlowerProbIntercept_1_1"	"fi_1_1"	"0.48748846800000001"	NA	"Parameter"
"aaa319"	"FlowerProbIntercept_1_1"	"fise_1_1"	"0.36341655"	NA	"Parameter"
"aaa319"	"FlowerProbSlope_1_1"	"fs_1_1"	"3.3323615860000002"	NA	"Parameter"
"aaa319"	"FlowerProbSlope_1_1"	"fsse_1_1"	"0.45873348800000002"	NA	"Parameter"
"aaa319"	"EstProb_1_1"	"pr_e_1_1"	"NULL"	"Norm(Pe_1_1, Pese_1_1)"	"Substituted"
"aaa319"	"EstProb_1_1"	"Pe_1_1"	"-1.2338949260000001"	NA	"Parameter"
"aaa319"	"EstProb_1_1"	"Pese_1_1"	"3.6432899999999997E-2"	NA	"Parameter"
"aaa319"	"SeedProbSlope_1_1"	"Pssl_1_1"	"NULL"	"Norm( Pss_1_1, Pssse_1_1)"	"Substituted"
"aaa319"	"SeedProbIntercept_1_1"	"Psin_1_1"	"NULL"	"Norm( Psi_1_1, Psise_1_1)"	"Substituted"
"aaa319"	"SeedProbIntercept_1_1"	"Psi_1_1"	"-3.6900906180000002"	NA	"Parameter"
"aaa319"	"SeedProbIntercept_1_1"	"Psise_1_1"	"1.780443062"	NA	"Parameter"
"aaa319"	"SeedProbSlope_1_1"	"Pss_1_1"	"1.4448033769999999"	NA	"Parameter"
"aaa319"	"SeedProbSlope_1_1"	"Pssse_1_1"	"0.43762094800000001"	NA	"Parameter"
"aaa319"	"NSeedIntercept_1_1"	"Nsi_int_1_1"	"NULL"	"Norm(Nsi_1_1, Nsise_1_1)"	"Substituted"
"aaa319"	"NseedSlope_1_1"	"Nsi_slope_1_1"	"NULL"	"Norm(Nss_1_1, Nssse_1_1)"	"Substituted"
"aaa319"	"NSeedIntercept_1_1"	"Nsi_1_1"	"3.5859546510000002"	NA	"Parameter"
"aaa319"	"NSeedIntercept_1_1"	"Nsise_1_1"	"0.80809309900000004"	NA	"Parameter"
"aaa319"	"NseedSlope_1_1"	"Nss_1_1"	"1.137658184"	NA	"Parameter"
"aaa319"	"NseedSlope_1_1"	"Nssse_1_1"	"0.12167093900000001"	NA	"Parameter"
"aaa319"	"SdlSize_1_1"	"sdl_mu_1_1"	"NULL"	"Norm(sdl_mean_1_1, sdl_meanse_1_1)"	"Substituted"
"aaa319"	"SdlSize_1_1"	"sdl_mean_1_1"	"-1.7977227760000001"	NA	"Parameter"
"aaa319"	"SdlSize_1_1"	"sdl_meanse_1_1"	"0.15528298700000001"	NA	"Parameter"
"aaa319"	"Growth_0_Intercept_1_2"	"g0_1_2_int"	NA	"Norm(g0i_1_2, g0ise_1_2)"	"Substituted"
"aaa319"	"Growth_0_Slope_1_2"	"g0_1_2_slo"	NA	"Norm(g0s_1_2, g0sse_1_2)"	"Substituted"
"aaa319"	"Growth_1_Intercept_1_2"	"g1_1_2_int"	NA	"Norm(g1i_1_2, g1ise_1_2)"	"Substituted"
"aaa319"	"Growth_1_Slope_1_2"	"g1_1_2_slo"	NA	"Norm( g1s_1_2, g1sse_1_2)"	"Substituted"
"aaa319"	"SurvivalIntercept_1_2"	"si_1_2_surv"	NA	"Norm(si_1_2, sise_1_2)"	"Substituted"
"aaa319"	"SurvivalSlope_1_2"	"ss_1_2_surv"	NA	"Norm(ss_1_2, ssse_1_2)"	"Substituted"
"aaa319"	"FlowerProbIntercept_1_2"	"fp_1_2_int"	NA	"Norm( fi_1_2, fise_1_2)"	"Substituted"
"aaa319"	"FlowerProbSlope_1_2"	"fp_1_2_slo"	NA	"Norm( fs_1_2, fsse_1_2)"	"Substituted"
"aaa319"	"Growth_0_Intercept_1_2"	"g0i_1_2"	"-0.34790497300000001"	NA	"Parameter"
"aaa319"	"Growth_0_Slope_1_2"	"g0s_1_2"	"0.72151864700000001"	NA	"Parameter"
"aaa319"	"Growth_0_Intercept_1_2"	"g0ise_1_2"	"0.12706200000000001"	NA	"Parameter"
"aaa319"	"Growth_0_Slope_1_2"	"g0sse_1_2"	"0.1035977"	NA	"Parameter"
"aaa319"	"Growth_1_Intercept_1_2"	"g1i_1_2"	"2.0066484120000001"	NA	"Parameter"
"aaa319"	"Growth_1_Slope_1_2"	"g1s_1_2"	"0.74266814599999997"	NA	"Parameter"
"aaa319"	"Growth_1_Intercept_1_2"	"g1ise_1_2"	"0.1129351"	NA	"Parameter"
"aaa319"	"Growth_1_Slope_1_2"	"g1sse_1_2"	"0.11448609999999999"	NA	"Parameter"
"aaa319"	"SurvivalIntercept_1_2"	"si_1_2"	"-0.64632830399999996"	NA	"Parameter"
"aaa319"	"SurvivalIntercept_1_2"	"sise_1_2"	"0.421112496"	NA	"Parameter"
"aaa319"	"SurvivalSlope_1_2"	"ss_1_2"	"0.67129279200000003"	NA	"Parameter"
"aaa319"	"SurvivalSlope_1_2"	"ssse_1_2"	"0.22088739600000001"	NA	"Parameter"
"aaa319"	"FlowerProbIntercept_1_2"	"fi_1_2"	"0.34522205900000003"	NA	"Parameter"
"aaa319"	"FlowerProbIntercept_1_2"	"fise_1_2"	"0.38356913799999998"	NA	"Parameter"
"aaa319"	"FlowerProbSlope_1_2"	"fs_1_2"	"3.3339184089999998"	NA	"Parameter"
"aaa319"	"FlowerProbSlope_1_2"	"fsse_1_2"	"0.45921911399999998"	NA	"Parameter"
"aaa319"	"EstProb_1_2"	"pr_e_1_2"	NA	"Norm(Pe_1_2, Pese_1_2)"	"Substituted"
"aaa319"	"EstProb_1_2"	"Pe_1_2"	"-1.2954367950000001"	NA	"Parameter"
"aaa319"	"EstProb_1_2"	"Pese_1_2"	"1.8365233000000002E-2"	NA	"Parameter"
"aaa319"	"SeedProbSlope_1_2"	"Pssl_1_2"	NA	"Norm( Pss_1_2, Pssse_1_2)"	"Substituted"
"aaa319"	"SeedProbIntercept_1_2"	"Psin_1_2"	NA	"Norm( Psi_1_2, Psise_1_2)"	"Substituted"
"aaa319"	"SeedProbIntercept_1_2"	"Psi_1_2"	"-3.6900906180000002"	NA	"Parameter"
"aaa319"	"SeedProbIntercept_1_2"	"Psise_1_2"	"1.780443062"	NA	"Parameter"
"aaa319"	"SeedProbSlope_1_2"	"Pss_1_2"	"1.4448033769999999"	NA	"Parameter"
"aaa319"	"SeedProbSlope_1_2"	"Pssse_1_2"	"0.43762094800000001"	NA	"Parameter"
"aaa319"	"NSeedIntercept_1_2"	"Nsi_int_1_2"	NA	"Norm(Nsi_1_2, Nsise_1_2)"	"Substituted"
"aaa319"	"NseedSlope_1_2"	"Nsi_slope_1_2"	NA	"Norm(Nss_1_2, Nssse_1_2)"	"Substituted"
"aaa319"	"NSeedIntercept_1_2"	"Nsi_1_2"	"3.5859546510000002"	NA	"Parameter"
"aaa319"	"NSeedIntercept_1_2"	"Nsise_1_2"	"0.80809309900000004"	NA	"Parameter"
"aaa319"	"NseedSlope_1_2"	"Nss_1_2"	"1.137658184"	NA	"Parameter"
"aaa319"	"NseedSlope_1_2"	"Nssse_1_2"	"0.12167093900000001"	NA	"Parameter"
"aaa319"	"SdlSize_1_2"	"sdl_mu_1_2"	NA	"Norm(sdl_mean_1_2, sdl_meanse_1_2)"	"Substituted"
"aaa319"	"SdlSize_1_2"	"sdl_mean_1_2"	"-2.0462150189999999"	NA	"Parameter"
"aaa319"	"SdlSize_1_2"	"sdl_meanse_1_2"	"0.14627705799999999"	NA	"Parameter"
"aaa319"	"Growth_0_Intercept_1_3"	"g0i_1_3"	"-0.34620000000000001"	NA	"Parameter"
"aaa319"	"Growth_0_Slope_1_3"	"g0s_1_3"	"0.72151885199999999"	NA	"Parameter"
"aaa319"	"Growth_0_Intercept_1_3"	"g0ise_1_3"	"0.12817219999999999"	NA	"Parameter"
"aaa319"	"Growth_0_Slope_1_3"	"g0sse_1_3"	"0.10359790000000001"	NA	"Parameter"
"aaa319"	"Growth_1_Intercept_1_3"	"g1i_1_3"	"2.0083791020000001"	NA	"Parameter"
"aaa319"	"Growth_1_Slope_1_3"	"g1s_1_3"	"0.74266835099999995"	NA	"Parameter"
"aaa319"	"Growth_1_Intercept_1_3"	"g1ise_1_3"	"0.1136955"	NA	"Parameter"
"aaa319"	"Growth_1_Slope_1_3"	"g1sse_1_3"	"0.1144864"	NA	"Parameter"
"aaa319"	"SurvivalIntercept_1_3"	"si_1_3"	"-0.85718747699999998"	NA	"Parameter"
"aaa319"	"SurvivalIntercept_1_3"	"sise_1_3"	"0.60923225000000003"	NA	"Parameter"
"aaa319"	"SurvivalSlope_1_3"	"ss_1_3"	"0.67163159500000003"	NA	"Parameter"
"aaa319"	"SurvivalSlope_1_3"	"ssse_1_3"	"0.22073938100000001"	NA	"Parameter"
"aaa319"	"FlowerProbIntercept_1_3"	"fi_1_3"	"0.45797061100000003"	NA	"Parameter"
"aaa319"	"FlowerProbIntercept_1_3"	"fise_1_3"	"0.38533551799999999"	NA	"Parameter"
"aaa319"	"FlowerProbSlope_1_3"	"fs_1_3"	"3.3315745450000001"	NA	"Parameter"
"aaa319"	"FlowerProbSlope_1_3"	"fsse_1_3"	"0.45978139699999998"	NA	"Parameter"
"aaa319"	"EstProb_1_3"	"Pe_1_3"	"-1.781493526"	NA	"Parameter"
"aaa319"	"EstProb_1_3"	"Pese_1_3"	"7.2750489999999996E-3"	NA	"Parameter"
"aaa319"	"SdlSize_1_3"	"sdl_mean_1_3"	"-3.2551142780000002"	NA	"Parameter"
"aaa319"	"SdlSize_1_3"	"sdl_meanse_1_3"	"0.18813765499999999"	NA	"Parameter"
"aaa319"	"SeedProbIntercept_1_3"	"Psi_1_3"	"-3.7238055870000002"	NA	"Parameter"
"aaa319"	"SeedProbIntercept_1_3"	"Psise_1_3"	"1.7870042420000001"	NA	"Parameter"
"aaa319"	"SeedProbSlope_1_3"	"Pss_1_3"	"1.453116171"	NA	"Parameter"
"aaa319"	"SeedProbSlope_1_3"	"Pssse_1_3"	"0.44080108400000001"	NA	"Parameter"
"aaa319"	"NSeedIntercept_1_3"	"Nsi_1_3"	"3.5717988389999999"	NA	"Parameter"
"aaa319"	"NSeedIntercept_1_3"	"Nsise_1_3"	"0.80663185699999995"	NA	"Parameter"
"aaa319"	"NseedSlope_1_3"	"Nss_1_3"	"1.137522471"	NA	"Parameter"
"aaa319"	"NseedSlope_1_3"	"Nssse_1_3"	"0.12167803100000001"	NA	"Parameter"
"aaa319"	"Growth_0_Intercept_1_3"	"g0_1_3_int"	NA	"Norm(g0i_1_3, g0ise_1_3)"	"Substituted"
"aaa319"	"Growth_0_Slope_1_3"	"g0_1_3_slo"	NA	"Norm(g0s_1_3, g0sse_1_3)"	"Substituted"
"aaa319"	"Growth_1_Intercept_1_3"	"g1_1_3_int"	NA	"Norm(g1i_1_3, g1ise_1_3)"	"Substituted"
"aaa319"	"Growth_1_Slope_1_3"	"g1_1_3_slo"	NA	"Norm( g1s_1_3, g1sse_1_3)"	"Substituted"
"aaa319"	"SurvivalIntercept_1_3"	"si_1_3_surv"	NA	"Norm(si_1_3, sise_1_3)"	"Substituted"
"aaa319"	"SurvivalSlope_1_3"	"ss_1_3_surv"	NA	"Norm(ss_1_3, ssse_1_3)"	"Substituted"
"aaa319"	"FlowerProbIntercept_1_3"	"fp_1_3_int"	NA	"Norm( fi_1_3, fise_1_3)"	"Substituted"
"aaa319"	"FlowerProbSlope_1_3"	"fp_1_3_slo"	NA	"Norm( fs_1_3, fsse_1_3)"	"Substituted"
"aaa319"	"EstProb_1_3"	"pr_e_1_3"	NA	"Norm(Pe_1_3, Pese_1_3)"	"Substituted"
"aaa319"	"SeedProbSlope_1_3"	"Pssl_1_3"	NA	"Norm( Pss_1_3, Pssse_1_3)"	"Substituted"
"aaa319"	"SeedProbIntercept_1_3"	"Psin_1_3"	NA	"Norm( Psi_1_3, Psise_1_3)"	"Substituted"
"aaa319"	"NSeedIntercept_1_3"	"Nsi_int_1_3"	NA	"Norm(Nsi_1_3, Nsise_1_3)"	"Substituted"
"aaa319"	"NseedSlope_1_3"	"Nsi_slope_1_3"	NA	"Norm(Nss_1_3, Nssse_1_3)"	"Substituted"
"aaa319"	"SdlSize_1_3"	"sdl_mu_1_3"	NA	"Norm(sdl_mean_1_3, sdl_meanse_1_3)"	"Substituted"
"aaa319"	"Growth_0_Intercept_0_1"	"g0i_0_1"	"-0.32286488400000002"	NA	"Parameter"
"aaa319"	"Growth_0_Slope_0_1"	"g0s_0_1"	"0.72150988299999996"	NA	"Parameter"
"aaa319"	"Growth_0_Intercept_0_1"	"g0ise_0_1"	"0.12971750000000001"	NA	"Parameter"
"aaa319"	"Growth_0_Slope_0_1"	"g0sse_0_1"	"0.1036499"	NA	"Parameter"
"aaa319"	"Growth_1_Intercept_0_1"	"g1i_0_1"	"2.0316156080000001"	NA	"Parameter"
"aaa319"	"Growth_1_Slope_0_1"	"g1s_0_1"	"0.74265938200000003"	NA	"Parameter"
"aaa319"	"Growth_1_Intercept_0_1"	"g1ise_0_1"	"0.1168742"	NA	"Parameter"
"aaa319"	"Growth_1_Slope_0_1"	"g1sse_0_1"	"0.1144862"	NA	"Parameter"
"aaa319"	"SurvivalIntercept_0_1"	"si_0_1"	"1.5319523020000001"	NA	"Parameter"
"aaa319"	"SurvivalIntercept_0_1"	"sise_0_1"	"0.53073973600000002"	NA	"Parameter"
"aaa319"	"SurvivalSlope_0_1"	"ss_0_1"	"0.67120204299999997"	NA	"Parameter"
"aaa319"	"SurvivalSlope_0_1"	"ssse_0_1"	"0.227693593"	NA	"Parameter"
"aaa319"	"FlowerProbIntercept_0_1"	"fi_0_1"	"0.46775175699999999"	NA	"Parameter"
"aaa319"	"FlowerProbIntercept_0_1"	"fise_0_1"	"0.37249452"	NA	"Parameter"
"aaa319"	"FlowerProbSlope_0_1"	"fs_0_1"	"3.3651440109999999"	NA	"Parameter"
"aaa319"	"FlowerProbSlope_0_1"	"fsse_0_1"	"0.47620228399999998"	NA	"Parameter"
"aaa319"	"EstProb_0_1"	"Pe_0_1"	"-1.252165032"	NA	"Parameter"
"aaa319"	"EstProb_0_1"	"Pese_0_1"	"1.3953220000000001E-2"	NA	"Parameter"
"aaa319"	"SdlSize_0_1"	"sdl_mean_0_1"	"-1.2198218890000001"	NA	"Parameter"
"aaa319"	"SdlSize_0_1"	"sdl_meanse_0_1"	"0.176666138"	NA	"Parameter"
"aaa319"	"SeedProbIntercept_0_1"	"Psi_0_1"	"999"	NA	"Parameter"
"aaa319"	"SeedProbIntercept_0_1"	"Psise_0_1"	"0"	NA	"Parameter"
"aaa319"	"SeedProbSlope_0_1"	"Pss_0_1"	"999"	NA	"Parameter"
"aaa319"	"SeedProbSlope_0_1"	"Pssse_0_1"	"0"	NA	"Parameter"
"aaa319"	"NSeedIntercept_0_1"	"Nsi_0_1"	"4.8694878409999998"	NA	"Parameter"
"aaa319"	"NSeedIntercept_0_1"	"Nsise_0_1"	"0.450936375"	NA	"Parameter"
"aaa319"	"NseedSlope_0_1"	"Nss_0_1"	"1.0147756029999999"	NA	"Parameter"
"aaa319"	"NseedSlope_0_1"	"Nssse_0_1"	"9.2060484999999997E-2"	NA	"Parameter"
"aaa319"	"Growth_0_Intercept_0_1"	"g0_0_1_int"	NA	"Norm(g0i_0_1, g0ise_0_1)"	"Substituted"
"aaa319"	"Growth_0_Slope_0_1"	"g0_0_1_slo"	NA	"Norm(g0s_0_1, g0sse_0_1)"	"Substituted"
"aaa319"	"Growth_1_Intercept_0_1"	"g1_0_1_int"	NA	"Norm(g1i_0_1, g1ise_0_1)"	"Substituted"
"aaa319"	"Growth_1_Slope_0_1"	"g1_0_1_slo"	NA	"Norm( g1s_0_1, g1sse_0_1)"	"Substituted"
"aaa319"	"SurvivalIntercept_0_1"	"si_0_1_surv"	NA	"Norm(si_0_1, sise_0_1)"	"Substituted"
"aaa319"	"SurvivalSlope_0_1"	"ss_0_1_surv"	NA	"Norm(ss_0_1, ssse_0_1)"	"Substituted"
"aaa319"	"FlowerProbIntercept_0_1"	"fp_0_1_int"	NA	"Norm( fi_0_1, fise_0_1)"	"Substituted"
"aaa319"	"FlowerProbSlope_0_1"	"fp_0_1_slo"	NA	"Norm( fs_0_1, fsse_0_1)"	"Substituted"
"aaa319"	"EstProb_0_1"	"pr_e_0_1"	NA	"Norm(Pe_0_1, Pese_0_1)"	"Substituted"
"aaa319"	"SeedProbSlope_0_1"	"Pssl_0_1"	NA	"Norm( Pss_0_1, Pssse_0_1)"	"Substituted"
"aaa319"	"SeedProbIntercept_0_1"	"Psin_0_1"	NA	"Norm( Psi_0_1, Psise_0_1)"	"Substituted"
"aaa319"	"NSeedIntercept_0_1"	"Nsi_int_0_1"	NA	"Norm(Nsi_0_1, Nsise_0_1)"	"Substituted"
"aaa319"	"NseedSlope_0_1"	"Nsi_slope_0_1"	NA	"Norm(Nss_0_1, Nssse_0_1)"	"Substituted"
"aaa319"	"SdlSize_0_1"	"sdl_mu_0_1"	NA	"Norm(sdl_mean_0_1, sdl_meanse_0_1)"	"Substituted"
"aaa319"	"Growth_0_Intercept_0_2"	"g0i_0_2"	"-0.32361498300000002"	NA	"Parameter"
"aaa319"	"Growth_0_Slope_0_2"	"g0s_0_2"	"0.72150963300000004"	NA	"Parameter"
"aaa319"	"Growth_0_Intercept_0_2"	"g0ise_0_2"	"0.12956210000000001"	NA	"Parameter"
"aaa319"	"Growth_0_Slope_0_2"	"g0sse_0_2"	"0.1036498"	NA	"Parameter"
"aaa319"	"Growth_1_Intercept_0_2"	"g1i_0_2"	"2.0308631510000001"	NA	"Parameter"
"aaa319"	"Growth_1_Slope_0_2"	"g1s_0_2"	"0.742659132"	NA	"Parameter"
"aaa319"	"Growth_1_Intercept_0_2"	"g1ise_0_2"	"0.117133"	NA	"Parameter"
"aaa319"	"Growth_1_Slope_0_2"	"g1sse_0_2"	"0.1144864"	NA	"Parameter"
"aaa319"	"SurvivalIntercept_0_2"	"si_0_2"	"1.520304345"	NA	"Parameter"
"aaa319"	"SurvivalIntercept_0_2"	"sise_0_2"	"0.52417953100000003"	NA	"Parameter"
"aaa319"	"SurvivalSlope_0_2"	"ss_0_2"	"0.67125744600000004"	NA	"Parameter"
"aaa319"	"SurvivalSlope_0_2"	"ssse_0_2"	"0.22763981699999999"	NA	"Parameter"
"aaa319"	"FlowerProbIntercept_0_2"	"fi_0_2"	"0.32551276600000001"	NA	"Parameter"
"aaa319"	"FlowerProbIntercept_0_2"	"fise_0_2"	"0.39452541000000002"	NA	"Parameter"
"aaa319"	"FlowerProbSlope_0_2"	"fs_0_2"	"3.366700834"	NA	"Parameter"
"aaa319"	"FlowerProbSlope_0_2"	"fsse_0_2"	"0.47672841999999999"	NA	"Parameter"
"aaa319"	"EstProb_0_2"	"Pe_0_2"	"-1.336641905"	NA	"Parameter"
"aaa319"	"EstProb_0_2"	"Pese_0_2"	"3.5346205999999998E-2"	NA	"Parameter"
"aaa319"	"SdlSize_0_2"	"sdl_mean_0_2"	"-1.4676901529999999"	NA	"Parameter"
"aaa319"	"SdlSize_0_2"	"sdl_meanse_0_2"	"0.165629049"	NA	"Parameter"
"aaa319"	"SeedProbIntercept_0_2"	"Psi_0_2"	"-3.6900906180000002"	NA	"Parameter"
"aaa319"	"SeedProbIntercept_0_2"	"Psise_0_2"	"1.780443062"	NA	"Parameter"
"aaa319"	"SeedProbSlope_0_2"	"Pss_0_2"	"1.4448033769999999"	NA	"Parameter"
"aaa319"	"SeedProbSlope_0_2"	"Pssse_0_2"	"0.43762094800000001"	NA	"Parameter"
"aaa319"	"NSeedIntercept_0_2"	"Nsi_0_2"	"3.5859546510000002"	NA	"Parameter"
"aaa319"	"NSeedIntercept_0_2"	"Nsise_0_2"	"0.80809309900000004"	NA	"Parameter"
"aaa319"	"NseedSlope_0_2"	"Nss_0_2"	"1.137658184"	NA	"Parameter"
"aaa319"	"NseedSlope_0_2"	"Nssse_0_2"	"0.12167093900000001"	NA	"Parameter"
"aaa319"	"Growth_0_Intercept_0_2"	"g0_0_2_int"	NA	"Norm(g0i_0_2, g0ise_0_2)"	"Substituted"
"aaa319"	"Growth_0_Slope_0_2"	"g0_0_2_slo"	NA	"Norm(g0s_0_2, g0sse_0_2)"	"Substituted"
"aaa319"	"Growth_1_Intercept_0_2"	"g1_0_2_int"	NA	"Norm(g1i_0_2, g1ise_0_2)"	"Substituted"
"aaa319"	"Growth_1_Slope_0_2"	"g1_0_2_slo"	NA	"Norm( g1s_0_2, g1sse_0_2)"	"Substituted"
"aaa319"	"SurvivalIntercept_0_2"	"si_0_2_surv"	NA	"Norm(si_0_2, sise_0_2)"	"Substituted"
"aaa319"	"SurvivalSlope_0_2"	"ss_0_2_surv"	NA	"Norm(ss_0_2, ssse_0_2)"	"Substituted"
"aaa319"	"FlowerProbIntercept_0_2"	"fp_0_2_int"	NA	"Norm( fi_0_2, fise_0_2)"	"Substituted"
"aaa319"	"FlowerProbSlope_0_2"	"fp_0_2_slo"	NA	"Norm( fs_0_2, fsse_0_2)"	"Substituted"
"aaa319"	"EstProb_0_2"	"pr_e_0_2"	NA	"Norm(Pe_0_2, Pese_0_2)"	"Substituted"
"aaa319"	"SeedProbSlope_0_2"	"Pssl_0_2"	NA	"Norm( Pss_0_2, Pssse_0_2)"	"Substituted"
"aaa319"	"SeedProbIntercept_0_2"	"Psin_0_2"	NA	"Norm( Psi_0_2, Psise_0_2)"	"Substituted"
"aaa319"	"NSeedIntercept_0_2"	"Nsi_int_0_2"	NA	"Norm(Nsi_0_2, Nsise_0_2)"	"Substituted"
"aaa319"	"NseedSlope_0_2"	"Nsi_slope_0_2"	NA	"Norm(Nss_0_2, Nssse_0_2)"	"Substituted"
"aaa319"	"SdlSize_0_2"	"sdl_mu_0_2"	NA	"Norm(sdl_mean_0_2, sdl_meanse_0_2)"	"Substituted"
"aaa319"	"Growth_0_Intercept_0_3"	"g0i_0_3"	"-0.32191198100000001"	NA	"Parameter"
"aaa319"	"Growth_0_Slope_0_3"	"g0s_0_3"	"0.72150983899999999"	NA	"Parameter"
"aaa319"	"Growth_0_Intercept_0_3"	"g0ise_0_3"	"0.1306438"	NA	"Parameter"
"aaa319"	"Growth_0_Slope_0_3"	"g0sse_0_3"	"0.10365000000000001"	NA	"Parameter"
"aaa319"	"Growth_1_Intercept_0_3"	"g1i_0_3"	"2.0325918700000001"	NA	"Parameter"
"aaa319"	"Growth_1_Slope_0_3"	"g1s_0_3"	"0.74265933799999995"	NA	"Parameter"
"aaa319"	"Growth_1_Intercept_0_3"	"g1ise_0_3"	"0.1178879"	NA	"Parameter"
"aaa319"	"Growth_1_Slope_0_3"	"g1sse_0_3"	"0.1144867"	NA	"Parameter"
"aaa319"	"SurvivalIntercept_0_3"	"si_0_3"	"1.30962326"	NA	"Parameter"
"aaa319"	"SurvivalIntercept_0_3"	"sise_0_3"	"0.61517947500000003"	NA	"Parameter"
