"ipm_id"	"env_variable"	"vr_expr_name"	"env_range"	"env_function"	"model_type"
"aaa319"	"SurvivalSlope_0_3"	"ss_0_3"	"0.67159624900000003"	NA	"Parameter"
"aaa319"	"SurvivalSlope_0_3"	"ssse_0_3"	"0.22749224000000001"	NA	"Parameter"
"aaa319"	"FlowerProbIntercept_0_3"	"fi_0_3"	"0.43815916999999999"	NA	"Parameter"
"aaa319"	"FlowerProbIntercept_0_3"	"fise_0_3"	"0.39289619199999998"	NA	"Parameter"
"aaa319"	"FlowerProbSlope_0_3"	"fs_0_3"	"3.3643569699999998"	NA	"Parameter"
"aaa319"	"FlowerProbSlope_0_3"	"fsse_0_3"	"0.477211889"	NA	"Parameter"
"aaa319"	"EstProb_0_3"	"Pe_0_3"	"-1.7908644330000001"	NA	"Parameter"
"aaa319"	"EstProb_0_3"	"Pese_0_3"	"5.2856621999999999E-2"	NA	"Parameter"
"aaa319"	"SdlSize_0_3"	"sdl_mean_0_3"	"-2.667009116"	NA	"Parameter"
"aaa319"	"SdlSize_0_3"	"sdl_meanse_0_3"	"0.1963076"	NA	"Parameter"
"aaa319"	"SeedProbIntercept_0_3"	"Psi_0_3"	"-3.6900906180000002"	NA	"Parameter"
"aaa319"	"SeedProbIntercept_0_3"	"Psise_0_3"	"1.780443062"	NA	"Parameter"
"aaa319"	"SeedProbSlope_0_3"	"Pss_0_3"	"1.4448033769999999"	NA	"Parameter"
"aaa319"	"SeedProbSlope_0_3"	"Pssse_0_3"	"0.43762094800000001"	NA	"Parameter"
"aaa319"	"NSeedIntercept_0_3"	"Nsi_0_3"	"3.5859546510000002"	NA	"Parameter"
"aaa319"	"NSeedIntercept_0_3"	"Nsise_0_3"	"0.80809309900000004"	NA	"Parameter"
"aaa319"	"NseedSlope_0_3"	"Nss_0_3"	"1.137658184"	NA	"Parameter"
"aaa319"	"NseedSlope_0_3"	"Nssse_0_3"	"0.12167093900000001"	NA	"Parameter"
"aaa319"	"Growth_0_Intercept_0_3"	"g0_0_3_int"	NA	"Norm(g0i_0_3, g0ise_0_3)"	"Substituted"
"aaa319"	"Growth_0_Slope_0_3"	"g0_0_3_slo"	NA	"Norm(g0s_0_3, g0sse_0_3)"	"Substituted"
"aaa319"	"Growth_1_Intercept_0_3"	"g1_0_3_int"	NA	"Norm(g1i_0_3, g1ise_0_3)"	"Substituted"
"aaa319"	"Growth_1_Slope_0_3"	"g1_0_3_slo"	NA	"Norm( g1s_0_3, g1sse_0_3)"	"Substituted"
"aaa319"	"SurvivalIntercept_0_3"	"si_0_3_surv"	NA	"Norm(si_0_3, sise_0_3)"	"Substituted"
"aaa319"	"SurvivalSlope_0_3"	"ss_0_3_surv"	NA	"Norm(ss_0_3, ssse_0_3)"	"Substituted"
"aaa319"	"FlowerProbIntercept_0_3"	"fp_0_3_int"	NA	"Norm( fi_0_3, fise_0_3)"	"Substituted"
"aaa319"	"FlowerProbSlope_0_3"	"fp_0_3_slo"	NA	"Norm( fs_0_3, fsse_0_3)"	"Substituted"
"aaa319"	"EstProb_0_3"	"pr_e_0_3"	NA	"Norm(Pe_0_3, Pese_0_3)"	"Substituted"
"aaa319"	"SeedProbSlope_0_3"	"Pssl_0_3"	NA	"Norm( Pss_0_3, Pssse_0_3)"	"Substituted"
"aaa319"	"SeedProbIntercept_0_3"	"Psin_0_3"	NA	"Norm( Psi_0_3, Psise_0_3)"	"Substituted"
"aaa319"	"NSeedIntercept_0_3"	"Nsi_int_0_3"	NA	"Norm(Nsi_0_3, Nsise_0_3)"	"Substituted"
"aaa319"	"NseedSlope_0_3"	"Nsi_slope_0_3"	NA	"Norm(Nss_0_3, Nssse_0_3)"	"Substituted"
"aaa319"	"SdlSize_0_3"	"sdl_mu_0_3"	NA	"Norm(sdl_mean_0_3, sdl_meanse_0_3)"	"Substituted"
"aaa320"	"Growth_0_Intercept_1_1"	"g0_1_1_int"	"NULL"	"Norm(g0i_1_1, g0ise_1_1)"	"Substituted"
"aaa320"	"Growth_0_Slope_1_1"	"g0_1_1_slo"	"NULL"	"Norm(g0s_1_1, g0sse_1_1)"	"Substituted"
"aaa320"	"Growth_1_Intercept_1_1"	"g1_1_1_int"	"NULL"	"Norm(g1i_1_1, g1ise_1_1)"	"Substituted"
"aaa320"	"Growth_1_Slope_1_1"	"g1_1_1_slo"	"NULL"	"Norm( g1s_1_1, g1sse_1_1)"	"Substituted"
"aaa320"	"SurvivalIntercept_1_1"	"si_1_1_surv"	"NULL"	"Norm(si_1_1, sise_1_1)"	"Substituted"
"aaa320"	"SurvivalSlope_1_1"	"ss_1_1_surv"	"NULL"	"Norm(ss_1_1, ssse_1_1)"	"Substituted"
"aaa320"	"FlowerProbIntercept_1_1"	"fp_1_1_int"	"NULL"	"Norm( fi_1_1, fise_1_1)"	"Substituted"
"aaa320"	"FlowerProbSlope_1_1"	"fp_1_1_slo"	"NULL"	"Norm( fs_1_1, fsse_1_1)"	"Substituted"
"aaa320"	"Growth_0_Intercept_1_1"	"g0i_1_1"	"-0.37353002899999999"	NA	"Parameter"
"aaa320"	"Growth_0_Slope_1_1"	"g0s_1_1"	"0.85503108100000003"	NA	"Parameter"
"aaa320"	"Growth_0_Intercept_1_1"	"g0ise_1_1"	"0.22441920000000001"	NA	"Parameter"
"aaa320"	"Growth_0_Slope_1_1"	"g0sse_1_1"	"0.1099695"	NA	"Parameter"
"aaa320"	"Growth_1_Intercept_1_1"	"g1i_1_1"	"2.0877406980000002"	NA	"Parameter"
"aaa320"	"Growth_1_Slope_1_1"	"g1s_1_1"	"0.85606671599999995"	NA	"Parameter"
"aaa320"	"Growth_1_Intercept_1_1"	"g1ise_1_1"	"0.19110009999999999"	NA	"Parameter"
"aaa320"	"Growth_1_Slope_1_1"	"g1sse_1_1"	"0.1089812"	NA	"Parameter"
"aaa320"	"SurvivalIntercept_1_1"	"si_1_1"	"0.19064815299999999"	NA	"Parameter"
"aaa320"	"SurvivalIntercept_1_1"	"sise_1_1"	"0.44130867200000001"	NA	"Parameter"
"aaa320"	"SurvivalSlope_1_1"	"ss_1_1"	"7.3224586999999994E-2"	NA	"Parameter"
"aaa320"	"SurvivalSlope_1_1"	"ssse_1_1"	"0.13197884300000001"	NA	"Parameter"
"aaa320"	"FlowerProbIntercept_1_1"	"fi_1_1"	"3.4925682130000002"	NA	"Parameter"
"aaa320"	"FlowerProbIntercept_1_1"	"fise_1_1"	"0.49208829199999998"	NA	"Parameter"
"aaa320"	"FlowerProbSlope_1_1"	"fs_1_1"	"2.4599659319999998"	NA	"Parameter"
"aaa320"	"FlowerProbSlope_1_1"	"fsse_1_1"	"0.44212109999999999"	NA	"Parameter"
"aaa320"	"EstProb_1_1"	"pr_e_1_1"	"NULL"	"Norm(Pe_1_1, Pese_1_1)"	"Substituted"
"aaa320"	"EstProb_1_1"	"Pe_1_1"	"-1.919276083"	NA	"Parameter"
"aaa320"	"EstProb_1_1"	"Pese_1_1"	"5.4570169999999998E-3"	NA	"Parameter"
"aaa320"	"SeedProbSlope_1_1"	"Pssl_1_1"	"NULL"	"Norm( Pss_1_1, Pssse_1_1)"	"Substituted"
"aaa320"	"SeedProbIntercept_1_1"	"Psin_1_1"	"NULL"	"Norm( Psi_1_1, Psise_1_1)"	"Substituted"
"aaa320"	"SeedProbIntercept_1_1"	"Psi_1_1"	"-2.7661929710000002"	NA	"Parameter"
"aaa320"	"SeedProbIntercept_1_1"	"Psise_1_1"	"0.47550992600000003"	NA	"Parameter"
"aaa320"	"SeedProbSlope_1_1"	"Pss_1_1"	"0.71315291199999997"	NA	"Parameter"
"aaa320"	"SeedProbSlope_1_1"	"Pssse_1_1"	"0.180255899"	NA	"Parameter"
"aaa320"	"NSeedIntercept_1_1"	"Nsi_int_1_1"	"NULL"	"Norm(Nsi_1_1, Nsise_1_1)"	"Substituted"
"aaa320"	"NseedSlope_1_1"	"Nsi_slope_1_1"	"NULL"	"Norm(Nss_1_1, Nssse_1_1)"	"Substituted"
"aaa320"	"NSeedIntercept_1_1"	"Nsi_1_1"	"3.2295436089999998"	NA	"Parameter"
"aaa320"	"NSeedIntercept_1_1"	"Nsise_1_1"	"0.57954309800000003"	NA	"Parameter"
"aaa320"	"NseedSlope_1_1"	"Nss_1_1"	"0.41317838200000001"	NA	"Parameter"
"aaa320"	"NseedSlope_1_1"	"Nssse_1_1"	"0.20326868100000001"	NA	"Parameter"
"aaa320"	"SdlSize_1_1"	"sdl_mu_1_1"	"NULL"	"Norm(sdl_mean_1_1, sdl_meanse_1_1)"	"Substituted"
"aaa320"	"SdlSize_1_1"	"sdl_mean_1_1"	"-1.710661386"	NA	"Parameter"
"aaa320"	"SdlSize_1_1"	"sdl_meanse_1_1"	"0.365820853"	NA	"Parameter"
"aaa320"	"Growth_0_Intercept_1_2"	"g0_1_2_int"	NA	"Norm(g0i_1_2, g0ise_1_2)"	"Substituted"
"aaa320"	"Growth_0_Slope_1_2"	"g0_1_2_slo"	NA	"Norm(g0s_1_2, g0sse_1_2)"	"Substituted"
"aaa320"	"Growth_1_Intercept_1_2"	"g1_1_2_int"	NA	"Norm(g1i_1_2, g1ise_1_2)"	"Substituted"
"aaa320"	"Growth_1_Slope_1_2"	"g1_1_2_slo"	NA	"Norm( g1s_1_2, g1sse_1_2)"	"Substituted"
"aaa320"	"SurvivalIntercept_1_2"	"si_1_2_surv"	NA	"Norm(si_1_2, sise_1_2)"	"Substituted"
"aaa320"	"SurvivalSlope_1_2"	"ss_1_2_surv"	NA	"Norm(ss_1_2, ssse_1_2)"	"Substituted"
"aaa320"	"FlowerProbIntercept_1_2"	"fp_1_2_int"	NA	"Norm( fi_1_2, fise_1_2)"	"Substituted"
"aaa320"	"FlowerProbSlope_1_2"	"fp_1_2_slo"	NA	"Norm( fs_1_2, fsse_1_2)"	"Substituted"
"aaa320"	"Growth_0_Intercept_1_2"	"g0i_1_2"	"-0.37330984299999997"	NA	"Parameter"
"aaa320"	"Growth_0_Slope_1_2"	"g0s_1_2"	"0.85502897600000005"	NA	"Parameter"
"aaa320"	"Growth_0_Intercept_1_2"	"g0ise_1_2"	"0.22437589999999999"	NA	"Parameter"
"aaa320"	"Growth_0_Slope_1_2"	"g0sse_1_2"	"0.1099683"	NA	"Parameter"
"aaa320"	"Growth_1_Intercept_1_2"	"g1i_1_2"	"2.0879620170000002"	NA	"Parameter"
"aaa320"	"Growth_1_Slope_1_2"	"g1s_1_2"	"0.85606461"	NA	"Parameter"
"aaa320"	"Growth_1_Intercept_1_2"	"g1ise_1_2"	"0.19112509999999999"	NA	"Parameter"
"aaa320"	"Growth_1_Slope_1_2"	"g1sse_1_2"	"0.1089801"	NA	"Parameter"
"aaa320"	"SurvivalIntercept_1_2"	"si_1_2"	"0.18941356500000001"	NA	"Parameter"
"aaa320"	"SurvivalIntercept_1_2"	"sise_1_2"	"0.440939637"	NA	"Parameter"
"aaa320"	"SurvivalSlope_1_2"	"ss_1_2"	"7.3156579999999999E-2"	NA	"Parameter"
"aaa320"	"SurvivalSlope_1_2"	"ssse_1_2"	"0.13193282000000001"	NA	"Parameter"
"aaa320"	"FlowerProbIntercept_1_2"	"fi_1_2"	"2.7982394890000002"	NA	"Parameter"
"aaa320"	"FlowerProbIntercept_1_2"	"fise_1_2"	"0.48201534000000001"	NA	"Parameter"
"aaa320"	"FlowerProbSlope_1_2"	"fs_1_2"	"2.4505557140000001"	NA	"Parameter"
"aaa320"	"FlowerProbSlope_1_2"	"fsse_1_2"	"0.43318678799999999"	NA	"Parameter"
"aaa320"	"EstProb_1_2"	"pr_e_1_2"	NA	"Norm(Pe_1_2, Pese_1_2)"	"Substituted"
"aaa320"	"EstProb_1_2"	"Pe_1_2"	"-1.8387327769999999"	NA	"Parameter"
"aaa320"	"EstProb_1_2"	"Pese_1_2"	"5.9720709999999998E-3"	NA	"Parameter"
"aaa320"	"SeedProbSlope_1_2"	"Pssl_1_2"	NA	"Norm( Pss_1_2, Pssse_1_2)"	"Substituted"
"aaa320"	"SeedProbIntercept_1_2"	"Psin_1_2"	NA	"Norm( Psi_1_2, Psise_1_2)"	"Substituted"
"aaa320"	"SeedProbIntercept_1_2"	"Psi_1_2"	"-2.7661929710000002"	NA	"Parameter"
"aaa320"	"SeedProbIntercept_1_2"	"Psise_1_2"	"0.47550992600000003"	NA	"Parameter"
"aaa320"	"SeedProbSlope_1_2"	"Pss_1_2"	"0.71315291199999997"	NA	"Parameter"
"aaa320"	"SeedProbSlope_1_2"	"Pssse_1_2"	"0.180255899"	NA	"Parameter"
"aaa320"	"NSeedIntercept_1_2"	"Nsi_int_1_2"	NA	"Norm(Nsi_1_2, Nsise_1_2)"	"Substituted"
"aaa320"	"NseedSlope_1_2"	"Nsi_slope_1_2"	NA	"Norm(Nss_1_2, Nssse_1_2)"	"Substituted"
"aaa320"	"NSeedIntercept_1_2"	"Nsi_1_2"	"3.2295436089999998"	NA	"Parameter"
"aaa320"	"NSeedIntercept_1_2"	"Nsise_1_2"	"0.57954309800000003"	NA	"Parameter"
"aaa320"	"NseedSlope_1_2"	"Nss_1_2"	"0.41317838200000001"	NA	"Parameter"
"aaa320"	"NseedSlope_1_2"	"Nssse_1_2"	"0.20326868100000001"	NA	"Parameter"
"aaa320"	"SdlSize_1_2"	"sdl_mu_1_2"	NA	"Norm(sdl_mean_1_2, sdl_meanse_1_2)"	"Substituted"
"aaa320"	"SdlSize_1_2"	"sdl_mean_1_2"	"-1.755263625"	NA	"Parameter"
"aaa320"	"SdlSize_1_2"	"sdl_meanse_1_2"	"0.34010147400000001"	NA	"Parameter"
"aaa320"	"Growth_0_Intercept_1_3"	"g0i_1_3"	"-0.37268974799999999"	NA	"Parameter"
"aaa320"	"Growth_0_Slope_1_3"	"g0s_1_3"	"0.855028122"	NA	"Parameter"
"aaa320"	"Growth_0_Intercept_1_3"	"g0ise_1_3"	"0.2245606"	NA	"Parameter"
"aaa320"	"Growth_0_Slope_1_3"	"g0sse_1_3"	"0.1099687"	NA	"Parameter"
"aaa320"	"Growth_1_Intercept_1_3"	"g1i_1_3"	"2.0885870870000001"	NA	"Parameter"
"aaa320"	"Growth_1_Slope_1_3"	"g1s_1_3"	"0.85606375599999995"	NA	"Parameter"
"aaa320"	"Growth_1_Intercept_1_3"	"g1ise_1_3"	"0.19153780000000001"	NA	"Parameter"
"aaa320"	"Growth_1_Slope_1_3"	"g1sse_1_3"	"0.10898040000000001"	NA	"Parameter"
"aaa320"	"SurvivalIntercept_1_3"	"si_1_3"	"0.18670188500000001"	NA	"Parameter"
"aaa320"	"SurvivalIntercept_1_3"	"sise_1_3"	"0.44186040199999999"	NA	"Parameter"
"aaa320"	"SurvivalSlope_1_3"	"ss_1_3"	"7.3246416999999994E-2"	NA	"Parameter"
"aaa320"	"SurvivalSlope_1_3"	"ssse_1_3"	"0.13201363199999999"	NA	"Parameter"
"aaa320"	"FlowerProbIntercept_1_3"	"fi_1_3"	"1.1358172040000001"	NA	"Parameter"
"aaa320"	"FlowerProbIntercept_1_3"	"fise_1_3"	"0.67162818499999999"	NA	"Parameter"
"aaa320"	"FlowerProbSlope_1_3"	"fs_1_3"	"2.4068148919999999"	NA	"Parameter"
"aaa320"	"FlowerProbSlope_1_3"	"fsse_1_3"	"0.44874193800000001"	NA	"Parameter"
"aaa320"	"EstProb_1_3"	"Pe_1_3"	"-2.6230404740000002"	NA	"Parameter"
"aaa320"	"EstProb_1_3"	"Pese_1_3"	"5.5729250000000003E-3"	NA	"Parameter"
"aaa320"	"SdlSize_1_3"	"sdl_mean_1_3"	"-2.2429778250000001"	NA	"Parameter"
"aaa320"	"SdlSize_1_3"	"sdl_meanse_1_3"	"0.28598719500000003"	NA	"Parameter"
"aaa320"	"SeedProbIntercept_1_3"	"Psi_1_3"	"-2.7661929710000002"	NA	"Parameter"
"aaa320"	"SeedProbIntercept_1_3"	"Psise_1_3"	"0.47550992600000003"	NA	"Parameter"
"aaa320"	"SeedProbSlope_1_3"	"Pss_1_3"	"0.71315291199999997"	NA	"Parameter"
"aaa320"	"SeedProbSlope_1_3"	"Pssse_1_3"	"0.180255899"	NA	"Parameter"
"aaa320"	"NSeedIntercept_1_3"	"Nsi_1_3"	"3.2295436089999998"	NA	"Parameter"
"aaa320"	"NSeedIntercept_1_3"	"Nsise_1_3"	"0.57954309800000003"	NA	"Parameter"
"aaa320"	"NseedSlope_1_3"	"Nss_1_3"	"0.41317838200000001"	NA	"Parameter"
"aaa320"	"NseedSlope_1_3"	"Nssse_1_3"	"0.20326868100000001"	NA	"Parameter"
"aaa320"	"Growth_0_Intercept_1_3"	"g0_1_3_int"	NA	"Norm(g0i_1_3, g0ise_1_3)"	"Substituted"
"aaa320"	"Growth_0_Slope_1_3"	"g0_1_3_slo"	NA	"Norm(g0s_1_3, g0sse_1_3)"	"Substituted"
"aaa320"	"Growth_1_Intercept_1_3"	"g1_1_3_int"	NA	"Norm(g1i_1_3, g1ise_1_3)"	"Substituted"
"aaa320"	"Growth_1_Slope_1_3"	"g1_1_3_slo"	NA	"Norm( g1s_1_3, g1sse_1_3)"	"Substituted"
"aaa320"	"SurvivalIntercept_1_3"	"si_1_3_surv"	NA	"Norm(si_1_3, sise_1_3)"	"Substituted"
"aaa320"	"SurvivalSlope_1_3"	"ss_1_3_surv"	NA	"Norm(ss_1_3, ssse_1_3)"	"Substituted"
"aaa320"	"FlowerProbIntercept_1_3"	"fp_1_3_int"	NA	"Norm( fi_1_3, fise_1_3)"	"Substituted"
"aaa320"	"FlowerProbSlope_1_3"	"fp_1_3_slo"	NA	"Norm( fs_1_3, fsse_1_3)"	"Substituted"
"aaa320"	"EstProb_1_3"	"pr_e_1_3"	NA	"Norm(Pe_1_3, Pese_1_3)"	"Substituted"
"aaa320"	"SeedProbSlope_1_3"	"Pssl_1_3"	NA	"Norm( Pss_1_3, Pssse_1_3)"	"Substituted"
"aaa320"	"SeedProbIntercept_1_3"	"Psin_1_3"	NA	"Norm( Psi_1_3, Psise_1_3)"	"Substituted"
"aaa320"	"NSeedIntercept_1_3"	"Nsi_int_1_3"	NA	"Norm(Nsi_1_3, Nsise_1_3)"	"Substituted"
"aaa320"	"NseedSlope_1_3"	"Nsi_slope_1_3"	NA	"Norm(Nss_1_3, Nssse_1_3)"	"Substituted"
"aaa320"	"SdlSize_1_3"	"sdl_mu_1_3"	NA	"Norm(sdl_mean_1_3, sdl_meanse_1_3)"	"Substituted"
"aaa320"	"Growth_0_Intercept_0_1"	"g0i_0_1"	"0.264863287"	NA	"Parameter"
"aaa320"	"Growth_0_Slope_0_1"	"g0s_0_1"	"0.86181319999999995"	NA	"Parameter"
"aaa320"	"Growth_0_Intercept_0_1"	"g0ise_0_1"	"0.23196549999999999"	NA	"Parameter"
"aaa320"	"Growth_0_Slope_0_1"	"g0sse_0_1"	"0.1124932"	NA	"Parameter"
"aaa320"	"Growth_1_Intercept_0_1"	"g1i_0_1"	"2.7259630160000001"	NA	"Parameter"
"aaa320"	"Growth_1_Slope_0_1"	"g1s_0_1"	"0.86284883400000001"	NA	"Parameter"
"aaa320"	"Growth_1_Intercept_0_1"	"g1ise_0_1"	"0.20341219999999999"	NA	"Parameter"
"aaa320"	"Growth_1_Slope_0_1"	"g1sse_0_1"	"0.1127875"	NA	"Parameter"
"aaa320"	"SurvivalIntercept_0_1"	"si_0_1"	"1.786444369"	NA	"Parameter"
"aaa320"	"SurvivalIntercept_0_1"	"sise_0_1"	"0.52203903500000004"	NA	"Parameter"
"aaa320"	"SurvivalSlope_0_1"	"ss_0_1"	"7.3344149999999997E-2"	NA	"Parameter"
"aaa320"	"SurvivalSlope_0_1"	"ssse_0_1"	"0.133585063"	NA	"Parameter"
"aaa320"	"FlowerProbIntercept_0_1"	"fi_0_1"	"3.4858968319999999"	NA	"Parameter"
"aaa320"	"FlowerProbIntercept_0_1"	"fise_0_1"	"0.49734534400000002"	NA	"Parameter"
"aaa320"	"FlowerProbSlope_0_1"	"fs_0_1"	"2.4610879909999999"	NA	"Parameter"
"aaa320"	"FlowerProbSlope_0_1"	"fsse_0_1"	"0.44302183299999998"	NA	"Parameter"
"aaa320"	"EstProb_0_1"	"Pe_0_1"	"-1.966371112"	NA	"Parameter"
"aaa320"	"EstProb_0_1"	"Pese_0_1"	"2.4421660000000001E-2"	NA	"Parameter"
"aaa320"	"SdlSize_0_1"	"sdl_mean_0_1"	"-1.5630910440000001"	NA	"Parameter"
"aaa320"	"SdlSize_0_1"	"sdl_meanse_0_1"	"0.37501617900000001"	NA	"Parameter"
"aaa320"	"SeedProbIntercept_0_1"	"Psi_0_1"	"-1.771449863"	NA	"Parameter"
"aaa320"	"SeedProbIntercept_0_1"	"Psise_0_1"	"0.45106251600000002"	NA	"Parameter"
"aaa320"	"SeedProbSlope_0_1"	"Pss_0_1"	"0.74939357500000003"	NA	"Parameter"
"aaa320"	"SeedProbSlope_0_1"	"Pssse_0_1"	"0.17782021000000001"	NA	"Parameter"
"aaa320"	"NSeedIntercept_0_1"	"Nsi_0_1"	"4.1325396699999999"	NA	"Parameter"
"aaa320"	"NSeedIntercept_0_1"	"Nsise_0_1"	"0.54917168800000005"	NA	"Parameter"
"aaa320"	"NseedSlope_0_1"	"Nss_0_1"	"0.50311486599999999"	NA	"Parameter"
"aaa320"	"NseedSlope_0_1"	"Nssse_0_1"	"0.18313362399999999"	NA	"Parameter"
"aaa320"	"Growth_0_Intercept_0_1"	"g0_0_1_int"	NA	"Norm(g0i_0_1, g0ise_0_1)"	"Substituted"
"aaa320"	"Growth_0_Slope_0_1"	"g0_0_1_slo"	NA	"Norm(g0s_0_1, g0sse_0_1)"	"Substituted"
"aaa320"	"Growth_1_Intercept_0_1"	"g1_0_1_int"	NA	"Norm(g1i_0_1, g1ise_0_1)"	"Substituted"
"aaa320"	"Growth_1_Slope_0_1"	"g1_0_1_slo"	NA	"Norm( g1s_0_1, g1sse_0_1)"	"Substituted"
"aaa320"	"SurvivalIntercept_0_1"	"si_0_1_surv"	NA	"Norm(si_0_1, sise_0_1)"	"Substituted"
"aaa320"	"SurvivalSlope_0_1"	"ss_0_1_surv"	NA	"Norm(ss_0_1, ssse_0_1)"	"Substituted"
"aaa320"	"FlowerProbIntercept_0_1"	"fp_0_1_int"	NA	"Norm( fi_0_1, fise_0_1)"	"Substituted"
"aaa320"	"FlowerProbSlope_0_1"	"fp_0_1_slo"	NA	"Norm( fs_0_1, fsse_0_1)"	"Substituted"
"aaa320"	"EstProb_0_1"	"pr_e_0_1"	NA	"Norm(Pe_0_1, Pese_0_1)"	"Substituted"
"aaa320"	"SeedProbSlope_0_1"	"Pssl_0_1"	NA	"Norm( Pss_0_1, Pssse_0_1)"	"Substituted"
"aaa320"	"SeedProbIntercept_0_1"	"Psin_0_1"	NA	"Norm( Psi_0_1, Psise_0_1)"	"Substituted"
"aaa320"	"NSeedIntercept_0_1"	"Nsi_int_0_1"	NA	"Norm(Nsi_0_1, Nsise_0_1)"	"Substituted"
"aaa320"	"NseedSlope_0_1"	"Nsi_slope_0_1"	NA	"Norm(Nss_0_1, Nssse_0_1)"	"Substituted"
"aaa320"	"SdlSize_0_1"	"sdl_mu_0_1"	NA	"Norm(sdl_mean_0_1, sdl_meanse_0_1)"	"Substituted"
"aaa320"	"Growth_0_Intercept_0_2"	"g0i_0_2"	"0.265087452"	NA	"Parameter"
"aaa320"	"Growth_0_Slope_0_2"	"g0s_0_2"	"0.861811094"	NA	"Parameter"
"aaa320"	"Growth_0_Intercept_0_2"	"g0ise_0_2"	"0.231989"	NA	"Parameter"
"aaa320"	"Growth_0_Slope_0_2"	"g0sse_0_2"	"0.1124921"	NA	"Parameter"
"aaa320"	"Growth_1_Intercept_0_2"	"g1i_0_2"	"2.7261883149999999"	NA	"Parameter"
"aaa320"	"Growth_1_Slope_0_2"	"g1s_0_2"	"0.86284672900000003"	NA	"Parameter"
"aaa320"	"Growth_1_Intercept_0_2"	"g1ise_0_2"	"0.20350470000000001"	NA	"Parameter"
"aaa320"	"Growth_1_Slope_0_2"	"g1sse_0_2"	"0.11278639999999999"	NA	"Parameter"
"aaa320"	"SurvivalIntercept_0_2"	"si_0_2"	"1.7851683140000001"	NA	"Parameter"
"aaa320"	"SurvivalIntercept_0_2"	"sise_0_2"	"0.52179415900000004"	NA	"Parameter"
"aaa320"	"SurvivalSlope_0_2"	"ss_0_2"	"7.3276144000000001E-2"	NA	"Parameter"
"aaa320"	"SurvivalSlope_0_2"	"ssse_0_2"	"0.13353925699999999"	NA	"Parameter"
"aaa320"	"FlowerProbIntercept_0_2"	"fi_0_2"	"2.7916960679999998"	NA	"Parameter"
"aaa320"	"FlowerProbIntercept_0_2"	"fise_0_2"	"0.48743187100000002"	NA	"Parameter"
"aaa320"	"FlowerProbSlope_0_2"	"fs_0_2"	"2.4516777730000001"	NA	"Parameter"
"aaa320"	"FlowerProbSlope_0_2"	"fsse_0_2"	"0.43408698400000001"	NA	"Parameter"
"aaa320"	"EstProb_0_2"	"Pe_0_2"	"-1.9400597420000001"	NA	"Parameter"
"aaa320"	"EstProb_0_2"	"Pese_0_2"	"2.6343123E-2"	NA	"Parameter"
"aaa320"	"SdlSize_0_2"	"sdl_mean_0_2"	"-1.6077666859999999"	NA	"Parameter"
"aaa320"	"SdlSize_0_2"	"sdl_meanse_0_2"	"0.34580192500000001"	NA	"Parameter"
"aaa320"	"SeedProbIntercept_0_2"	"Psi_0_2"	"-1.771449863"	NA	"Parameter"
"aaa320"	"SeedProbIntercept_0_2"	"Psise_0_2"	"0.45106251600000002"	NA	"Parameter"
"aaa320"	"SeedProbSlope_0_2"	"Pss_0_2"	"0.74939357500000003"	NA	"Parameter"
"aaa320"	"SeedProbSlope_0_2"	"Pssse_0_2"	"0.17782021000000001"	NA	"Parameter"
"aaa320"	"NSeedIntercept_0_2"	"Nsi_0_2"	"4.1325396699999999"	NA	"Parameter"
"aaa320"	"NSeedIntercept_0_2"	"Nsise_0_2"	"0.54917168800000005"	NA	"Parameter"
"aaa320"	"NseedSlope_0_2"	"Nss_0_2"	"0.50311486599999999"	NA	"Parameter"
"aaa320"	"NseedSlope_0_2"	"Nssse_0_2"	"0.18313362399999999"	NA	"Parameter"
"aaa320"	"Growth_0_Intercept_0_2"	"g0_0_2_int"	NA	"Norm(g0i_0_2, g0ise_0_2)"	"Substituted"
"aaa320"	"Growth_0_Slope_0_2"	"g0_0_2_slo"	NA	"Norm(g0s_0_2, g0sse_0_2)"	"Substituted"
"aaa320"	"Growth_1_Intercept_0_2"	"g1_0_2_int"	NA	"Norm(g1i_0_2, g1ise_0_2)"	"Substituted"
"aaa320"	"Growth_1_Slope_0_2"	"g1_0_2_slo"	NA	"Norm( g1s_0_2, g1sse_0_2)"	"Substituted"
"aaa320"	"SurvivalIntercept_0_2"	"si_0_2_surv"	NA	"Norm(si_0_2, sise_0_2)"	"Substituted"
"aaa320"	"SurvivalSlope_0_2"	"ss_0_2_surv"	NA	"Norm(ss_0_2, ssse_0_2)"	"Substituted"
"aaa320"	"FlowerProbIntercept_0_2"	"fp_0_2_int"	NA	"Norm( fi_0_2, fise_0_2)"	"Substituted"
"aaa320"	"FlowerProbSlope_0_2"	"fp_0_2_slo"	NA	"Norm( fs_0_2, fsse_0_2)"	"Substituted"
"aaa320"	"EstProb_0_2"	"pr_e_0_2"	NA	"Norm(Pe_0_2, Pese_0_2)"	"Substituted"
"aaa320"	"SeedProbSlope_0_2"	"Pssl_0_2"	NA	"Norm( Pss_0_2, Pssse_0_2)"	"Substituted"
"aaa320"	"SeedProbIntercept_0_2"	"Psin_0_2"	NA	"Norm( Psi_0_2, Psise_0_2)"	"Substituted"
"aaa320"	"NSeedIntercept_0_2"	"Nsi_int_0_2"	NA	"Norm(Nsi_0_2, Nsise_0_2)"	"Substituted"
