"ipm_id"	"demographic_parameter"	"formula"	"model_type"	"kernel_id"
"bbbb41"	"Fecundity"	"rep_int_yr = rep_fix_int + rep_site_int + rep_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb41"	"Fecundity"	"rep_slope = rep_fix_slope + rep_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb41"	"Fecundity"	"f_n_yr =  exp(f_n_int_yr + f_n_slope * size_1- f_n_cons * size_1^2)"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb41"	"Fecundity"	"f_n_int_yr = f_n_fix_int + f_n_site_int + f_n_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb41"	"Fecundity"	"f_n_slope = f_n_fix_slope + f_n_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb41"	"Fecundity"	"f_r = Norm(recr_mean, recr_sd)"	"Substituted"	"F_yr; B_yr; B1_yr"
"bbbb41"	"Clone"	"c_p_yr = 1/(1 + exp(-(c_p_int_yr + c_p_slope * size_1)))"	"Evaluated"	"C_yr"
"bbbb41"	"Clone"	"c_p_int_yr = c_p_fix_int + c_p_site_int + c_p_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb41"	"Clone"	"c_p_slope = c_p_fix_slope"	"Evaluated"	"C_yr"
"bbbb41"	"Clone"	"c_n_yr = exp(c_n_int_yr + c_n_slope * size_1)"	"Evaluated"	"C_yr"
"bbbb41"	"Clone"	"c_n_int_yr = c_n_fix_int + c_n_site_int + c_n_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb41"	"Clone"	"c_n_slope = c_n_fix_slope"	"Evaluated"	"C_yr"
"bbbb41"	"Clone"	"c_d_yr = Norm(c_d_mean_yr, c_d_sd)"	"Substituted"	"C_yr"
"bbbb41"	"Clone"	"c_d_mean_yr = c_d_int_yr + c_d_slope * size_1"	"Evaluated"	"C_yr"
"bbbb41"	"Clone"	"c_d_int_yr = c_d_fix_int + c_d_site_int + c_d_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb41"	"Clone"	"c_d_slope = c_d_fix_slope"	"Evaluated"	"C_yr"
"bbbb42"	"Survival"	"s_yr = 1/(1 + exp(-(surv_int_yr + surv_slope * size_1 - s_cons * size_1^2)))"	"Evaluated"	"P_yr"
"bbbb42"	"Survival"	"surv_int_yr = s_fix_int + s_site_int + s_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb42"	"Survival"	"surv_slope = s_fix_slope + s_site_slope"	"Evaluated"	"P_yr"
"bbbb42"	"Growth"	"g_yr = Norm(mean_growth_yr, sd_growth)"	"Substituted"	"P_yr"
"bbbb42"	"Growth"	"mean_growth_yr = int_growth_yr + slope_growth * size_1"	"Evaluated"	"P_yr"
"bbbb42"	"Growth"	"int_growth_yr = g_fix_int + g_site_int + g_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb42"	"Growth"	"slope_growth = g_fix_slope"	"Evaluated"	"P_yr"
"bbbb42"	"Fecundity"	"f_p_yr = 1/(1 + exp(-(rep_int_yr + rep_slope * size_1 - rep_cons * size_1^2)))"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb42"	"Fecundity"	"rep_int_yr = rep_fix_int + rep_site_int + rep_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb42"	"Fecundity"	"rep_slope = rep_fix_slope + rep_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb42"	"Fecundity"	"f_n_yr =  exp(f_n_int_yr + f_n_slope * size_1- f_n_cons * size_1^2)"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb42"	"Fecundity"	"f_n_int_yr = f_n_fix_int + f_n_site_int + f_n_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb42"	"Fecundity"	"f_n_slope = f_n_fix_slope + f_n_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb42"	"Fecundity"	"f_r = Norm(recr_mean, recr_sd)"	"Substituted"	"F_yr; B_yr; B1_yr"
"bbbb42"	"Clone"	"c_p_yr = 1/(1 + exp(-(c_p_int_yr + c_p_slope * size_1 - c_p_cons * size_1^2)))"	"Evaluated"	"C_yr"
"bbbb42"	"Clone"	"c_p_int_yr = c_p_fix_int + c_p_site_int + c_p_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb42"	"Clone"	"c_p_slope = c_p_fix_slope"	"Evaluated"	"C_yr"
"bbbb42"	"Clone"	"c_n_yr = exp(c_n_int_yr + c_n_slope * size_1)"	"Evaluated"	"C_yr"
"bbbb42"	"Clone"	"c_n_int_yr = c_n_fix_int + c_n_site_int + c_n_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb42"	"Clone"	"c_n_slope = c_n_fix_slope"	"Evaluated"	"C_yr"
"bbbb42"	"Clone"	"c_d_yr = Norm(c_d_mean_yr, c_d_sd)"	"Substituted"	"C_yr"
"bbbb42"	"Clone"	"c_d_mean_yr = c_d_int_yr + c_d_slope * size_1 + c_d_cons * size_1^2"	"Evaluated"	"C_yr"
"bbbb42"	"Clone"	"c_d_int_yr = c_d_fix_int + c_d_site_int + c_d_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb42"	"Clone"	"c_d_slope = c_d_fix_slope"	"Evaluated"	"C_yr"
"bbbb43"	"Survival"	"s_yr = 1/(1 + exp(-(surv_int_yr + surv_slope * size_1 - s_cons * size_1^2)))"	"Evaluated"	"P_yr"
"bbbb43"	"Survival"	"surv_int_yr = s_fix_int + s_site_int + s_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb43"	"Survival"	"surv_slope = s_fix_slope + s_site_slope"	"Evaluated"	"P_yr"
"bbbb43"	"Growth"	"g_yr = Norm(mean_growth_yr, sd_growth)"	"Substituted"	"P_yr"
"bbbb43"	"Growth"	"mean_growth_yr = int_growth_yr + slope_growth * size_1"	"Evaluated"	"P_yr"
"bbbb43"	"Growth"	"int_growth_yr = g_fix_int + g_site_int + g_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb43"	"Growth"	"slope_growth = g_fix_slope"	"Evaluated"	"P_yr"
"bbbb43"	"Fecundity"	"f_p_yr = 1/(1 + exp(-(rep_int_yr + rep_slope * size_1)))"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb43"	"Fecundity"	"rep_int_yr = rep_fix_int + rep_site_int + rep_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb43"	"Fecundity"	"rep_slope = rep_fix_slope + rep_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb43"	"Fecundity"	"f_n_yr =  exp(f_n_int_yr + f_n_slope * size_1- f_n_cons * size_1^2)"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb43"	"Fecundity"	"f_n_int_yr = f_n_fix_int + f_n_site_int + f_n_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb43"	"Fecundity"	"f_n_slope = f_n_fix_slope + f_n_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb43"	"Fecundity"	"f_r = Norm(recr_mean, recr_sd)"	"Substituted"	"F_yr; B_yr; B1_yr"
"bbbb43"	"Clone"	"c_p_yr = 1/(1 + exp(-(c_p_int_yr + c_p_slope * size_1)))"	"Evaluated"	"C_yr"
"bbbb43"	"Clone"	"c_p_int_yr = c_p_fix_int + c_p_site_int + c_p_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb43"	"Clone"	"c_p_slope = c_p_fix_slope"	"Evaluated"	"C_yr"
"bbbb43"	"Clone"	"c_n_yr = exp(c_n_int_yr + c_n_slope * size_1)"	"Evaluated"	"C_yr"
"bbbb43"	"Clone"	"c_n_int_yr = c_n_fix_int + c_n_site_int + c_n_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb43"	"Clone"	"c_n_slope = c_n_fix_slope"	"Evaluated"	"C_yr"
"bbbb43"	"Clone"	"c_d_yr = Norm(c_d_mean_yr, c_d_sd)"	"Substituted"	"C_yr"
"bbbb43"	"Clone"	"c_d_mean_yr = c_d_int_yr + c_d_slope * size_1"	"Evaluated"	"C_yr"
"bbbb43"	"Clone"	"c_d_int_yr = c_d_fix_int + c_d_site_int + c_d_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb43"	"Clone"	"c_d_slope = c_d_fix_slope"	"Evaluated"	"C_yr"
"bbbb44"	"Survival"	"s_yr = 1/(1 + exp(-(surv_int_yr + surv_slope * size_1 - s_cons * size_1^2)))"	"Evaluated"	"P_yr"
"bbbb44"	"Survival"	"surv_int_yr = s_fix_int + s_site_int + s_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb44"	"Survival"	"surv_slope = s_fix_slope + s_site_slope"	"Evaluated"	"P_yr"
"bbbb44"	"Growth"	"g_yr = Norm(mean_growth_yr, sd_growth)"	"Substituted"	"P_yr"
"bbbb44"	"Growth"	"mean_growth_yr = int_growth_yr + slope_growth * size_1"	"Evaluated"	"P_yr"
"bbbb44"	"Growth"	"int_growth_yr = g_fix_int + g_site_int + g_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb44"	"Growth"	"slope_growth = g_fix_slope"	"Evaluated"	"P_yr"
"bbbb44"	"Fecundity"	"f_p_yr = 1/(1 + exp(-(rep_int_yr + rep_slope * size_1 - rep_cons * size_1^2)))"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb44"	"Fecundity"	"rep_int_yr = rep_fix_int + rep_site_int + rep_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb44"	"Fecundity"	"rep_slope = rep_fix_slope + rep_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb44"	"Fecundity"	"f_n_yr =  exp(f_n_int_yr + f_n_slope * size_1- f_n_cons * size_1^2)"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb44"	"Fecundity"	"f_n_int_yr = f_n_fix_int + f_n_site_int + f_n_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb44"	"Fecundity"	"f_n_slope = f_n_fix_slope + f_n_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb44"	"Fecundity"	"f_r = Norm(recr_mean, recr_sd)"	"Substituted"	"F_yr; B_yr; B1_yr"
"bbbb44"	"Clone"	"c_p_yr = 1/(1 + exp(-(c_p_int_yr + c_p_slope * size_1 - c_p_cons * size_1^2)))"	"Evaluated"	"C_yr"
"bbbb44"	"Clone"	"c_p_int_yr = c_p_fix_int + c_p_site_int + c_p_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb44"	"Clone"	"c_p_slope = c_p_fix_slope"	"Evaluated"	"C_yr"
"bbbb44"	"Clone"	"c_n_yr = exp(c_n_int_yr + c_n_slope * size_1)"	"Evaluated"	"C_yr"
"bbbb44"	"Clone"	"c_n_int_yr = c_n_fix_int + c_n_site_int + c_n_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb44"	"Clone"	"c_n_slope = c_n_fix_slope"	"Evaluated"	"C_yr"
"bbbb44"	"Clone"	"c_d_yr = Norm(c_d_mean_yr, c_d_sd)"	"Substituted"	"C_yr"
"bbbb44"	"Clone"	"c_d_mean_yr = c_d_int_yr + c_d_slope * size_1 + c_d_cons * size_1^2"	"Evaluated"	"C_yr"
"bbbb44"	"Clone"	"c_d_int_yr = c_d_fix_int + c_d_site_int + c_d_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb44"	"Clone"	"c_d_slope = c_d_fix_slope"	"Evaluated"	"C_yr"
"bbbb45"	"Survival"	"s_yr = 1/(1 + exp(-(surv_int_yr + surv_slope * size_1 - s_cons * size_1^2)))"	"Evaluated"	"P_yr"
"bbbb45"	"Survival"	"surv_int_yr = s_fix_int + s_site_int + s_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb45"	"Survival"	"surv_slope = s_fix_slope + s_site_slope"	"Evaluated"	"P_yr"
"bbbb45"	"Growth"	"g_yr = Norm(mean_growth_yr, sd_growth)"	"Substituted"	"P_yr"
"bbbb45"	"Growth"	"mean_growth_yr = int_growth_yr + slope_growth * size_1"	"Evaluated"	"P_yr"
"bbbb45"	"Growth"	"int_growth_yr = g_fix_int + g_site_int + g_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb45"	"Growth"	"slope_growth = g_fix_slope"	"Evaluated"	"P_yr"
"bbbb45"	"Fecundity"	"f_p_yr = 1/(1 + exp(-(rep_int_yr + rep_slope * size_1)))"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb45"	"Fecundity"	"rep_int_yr = rep_fix_int + rep_site_int + rep_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb45"	"Fecundity"	"rep_slope = rep_fix_slope + rep_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb45"	"Fecundity"	"f_n_yr =  exp(f_n_int_yr + f_n_slope * size_1- f_n_cons * size_1^2)"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb45"	"Fecundity"	"f_n_int_yr = f_n_fix_int + f_n_site_int + f_n_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb45"	"Fecundity"	"f_n_slope = f_n_fix_slope + f_n_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb45"	"Fecundity"	"f_r = Norm(recr_mean, recr_sd)"	"Substituted"	"F_yr; B_yr; B1_yr"
"bbbb45"	"Clone"	"c_p_yr = 1/(1 + exp(-(c_p_int_yr + c_p_slope * size_1)))"	"Evaluated"	"C_yr"
"bbbb45"	"Clone"	"c_p_int_yr = c_p_fix_int + c_p_site_int + c_p_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb45"	"Clone"	"c_p_slope = c_p_fix_slope"	"Evaluated"	"C_yr"
"bbbb45"	"Clone"	"c_n_yr = exp(c_n_int_yr + c_n_slope * size_1)"	"Evaluated"	"C_yr"
"bbbb45"	"Clone"	"c_n_int_yr = c_n_fix_int + c_n_site_int + c_n_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb45"	"Clone"	"c_n_slope = c_n_fix_slope"	"Evaluated"	"C_yr"
"bbbb45"	"Clone"	"c_d_yr = Norm(c_d_mean_yr, c_d_sd)"	"Substituted"	"C_yr"
"bbbb45"	"Clone"	"c_d_mean_yr = c_d_int_yr + c_d_slope * size_1"	"Evaluated"	"C_yr"
"bbbb45"	"Clone"	"c_d_int_yr = c_d_fix_int + c_d_site_int + c_d_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb45"	"Clone"	"c_d_slope = c_d_fix_slope"	"Evaluated"	"C_yr"
"bbbb46"	"Survival"	"s_yr = 1/(1 + exp(-(surv_int_yr + surv_slope * size_1 - s_cons * size_1^2)))"	"Evaluated"	"P_yr"
"bbbb46"	"Survival"	"surv_int_yr = s_fix_int + s_site_int + s_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb46"	"Survival"	"surv_slope = s_fix_slope + s_site_slope"	"Evaluated"	"P_yr"
"bbbb46"	"Growth"	"g_yr = Norm(mean_growth_yr, sd_growth)"	"Substituted"	"P_yr"
"bbbb46"	"Growth"	"mean_growth_yr = int_growth_yr + slope_growth * size_1"	"Evaluated"	"P_yr"
"bbbb46"	"Growth"	"int_growth_yr = g_fix_int + g_site_int + g_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb46"	"Growth"	"slope_growth = g_fix_slope"	"Evaluated"	"P_yr"
"bbbb46"	"Fecundity"	"f_p_yr = 1/(1 + exp(-(rep_int_yr + rep_slope * size_1 - rep_cons * size_1^2)))"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb46"	"Fecundity"	"rep_int_yr = rep_fix_int + rep_site_int + rep_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb46"	"Fecundity"	"rep_slope = rep_fix_slope + rep_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb46"	"Fecundity"	"f_n_yr =  exp(f_n_int_yr + f_n_slope * size_1- f_n_cons * size_1^2)"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb46"	"Fecundity"	"f_n_int_yr = f_n_fix_int + f_n_site_int + f_n_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb46"	"Fecundity"	"f_n_slope = f_n_fix_slope + f_n_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb46"	"Fecundity"	"f_r = Norm(recr_mean, recr_sd)"	"Substituted"	"F_yr; B_yr; B1_yr"
"bbbb46"	"Clone"	"c_p_yr = 1/(1 + exp(-(c_p_int_yr + c_p_slope * size_1 - c_p_cons * size_1^2)))"	"Evaluated"	"C_yr"
"bbbb46"	"Clone"	"c_p_int_yr = c_p_fix_int + c_p_site_int + c_p_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb46"	"Clone"	"c_p_slope = c_p_fix_slope"	"Evaluated"	"C_yr"
"bbbb46"	"Clone"	"c_n_yr = exp(c_n_int_yr + c_n_slope * size_1)"	"Evaluated"	"C_yr"
"bbbb46"	"Clone"	"c_n_int_yr = c_n_fix_int + c_n_site_int + c_n_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb46"	"Clone"	"c_n_slope = c_n_fix_slope"	"Evaluated"	"C_yr"
"bbbb46"	"Clone"	"c_d_yr = Norm(c_d_mean_yr, c_d_sd)"	"Substituted"	"C_yr"
"bbbb46"	"Clone"	"c_d_mean_yr = c_d_int_yr + c_d_slope * size_1 + c_d_cons * size_1^2"	"Evaluated"	"C_yr"
"bbbb46"	"Clone"	"c_d_int_yr = c_d_fix_int + c_d_site_int + c_d_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb46"	"Clone"	"c_d_slope = c_d_fix_slope"	"Evaluated"	"C_yr"
"bbbb47"	"Survival"	"s_yr = 1/(1 + exp(-(surv_int_yr + surv_slope * size_1 - s_cons * size_1^2)))"	"Evaluated"	"P_yr"
"bbbb47"	"Survival"	"surv_int_yr = s_fix_int + s_site_int + s_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb47"	"Survival"	"surv_slope = s_fix_slope + s_site_slope"	"Evaluated"	"P_yr"
"bbbb47"	"Growth"	"g_yr = Norm(mean_growth_yr, sd_growth)"	"Substituted"	"P_yr"
"bbbb47"	"Growth"	"mean_growth_yr = int_growth_yr + slope_growth * size_1"	"Evaluated"	"P_yr"
"bbbb47"	"Growth"	"int_growth_yr = g_fix_int + g_site_int + g_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb47"	"Growth"	"slope_growth = g_fix_slope"	"Evaluated"	"P_yr"
"bbbb47"	"Fecundity"	"f_p_yr = 1/(1 + exp(-(rep_int_yr + rep_slope * size_1)))"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb47"	"Fecundity"	"rep_int_yr = rep_fix_int + rep_site_int + rep_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb47"	"Fecundity"	"rep_slope = rep_fix_slope + rep_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb47"	"Fecundity"	"f_n_yr =  exp(f_n_int_yr + f_n_slope * size_1- f_n_cons * size_1^2)"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb47"	"Fecundity"	"f_n_int_yr = f_n_fix_int + f_n_site_int + f_n_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb47"	"Fecundity"	"f_n_slope = f_n_fix_slope + f_n_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb47"	"Fecundity"	"f_r = Norm(recr_mean, recr_sd)"	"Substituted"	"F_yr; B_yr; B1_yr"
"bbbb47"	"Clone"	"c_p_yr = 1/(1 + exp(-(c_p_int_yr + c_p_slope * size_1)))"	"Evaluated"	"C_yr"
"bbbb47"	"Clone"	"c_p_int_yr = c_p_fix_int + c_p_site_int + c_p_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb47"	"Clone"	"c_p_slope = c_p_fix_slope"	"Evaluated"	"C_yr"
"bbbb47"	"Clone"	"c_n_yr = exp(c_n_int_yr + c_n_slope * size_1)"	"Evaluated"	"C_yr"
"bbbb47"	"Clone"	"c_n_int_yr = c_n_fix_int + c_n_site_int + c_n_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb47"	"Clone"	"c_n_slope = c_n_fix_slope"	"Evaluated"	"C_yr"
"bbbb47"	"Clone"	"c_d_yr = Norm(c_d_mean_yr, c_d_sd)"	"Substituted"	"C_yr"
"bbbb47"	"Clone"	"c_d_mean_yr = c_d_int_yr + c_d_slope * size_1"	"Evaluated"	"C_yr"
"bbbb47"	"Clone"	"c_d_int_yr = c_d_fix_int + c_d_site_int + c_d_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb47"	"Clone"	"c_d_slope = c_d_fix_slope"	"Evaluated"	"C_yr"
"bbbb48"	"Survival"	"s_yr = 1/(1 + exp(-(surv_int_yr + surv_slope * size_1 - s_cons * size_1^2)))"	"Evaluated"	"P_yr"
"bbbb48"	"Survival"	"surv_int_yr = s_fix_int + s_site_int + s_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb48"	"Survival"	"surv_slope = s_fix_slope + s_site_slope"	"Evaluated"	"P_yr"
"bbbb48"	"Growth"	"g_yr = Norm(mean_growth_yr, sd_growth)"	"Substituted"	"P_yr"
"bbbb48"	"Growth"	"mean_growth_yr = int_growth_yr + slope_growth * size_1"	"Evaluated"	"P_yr"
"bbbb48"	"Growth"	"int_growth_yr = g_fix_int + g_site_int + g_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb48"	"Growth"	"slope_growth = g_fix_slope"	"Evaluated"	"P_yr"
"bbbb48"	"Fecundity"	"f_p_yr = 1/(1 + exp(-(rep_int_yr + rep_slope * size_1 - rep_cons * size_1^2)))"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb48"	"Fecundity"	"rep_int_yr = rep_fix_int + rep_site_int + rep_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb48"	"Fecundity"	"rep_slope = rep_fix_slope + rep_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb48"	"Fecundity"	"f_n_yr =  exp(f_n_int_yr + f_n_slope * size_1- f_n_cons * size_1^2)"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb48"	"Fecundity"	"f_n_int_yr = f_n_fix_int + f_n_site_int + f_n_trans_int_yr"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb48"	"Fecundity"	"f_n_slope = f_n_fix_slope + f_n_site_slope"	"Evaluated"	"F_yr; B_yr; B1_yr"
"bbbb48"	"Fecundity"	"f_r = Norm(recr_mean, recr_sd)"	"Substituted"	"F_yr; B_yr; B1_yr"
"bbbb48"	"Clone"	"c_p_yr = 1/(1 + exp(-(c_p_int_yr + c_p_slope * size_1 - c_p_cons * size_1^2)))"	"Evaluated"	"C_yr"
"bbbb48"	"Clone"	"c_p_int_yr = c_p_fix_int + c_p_site_int + c_p_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb48"	"Clone"	"c_p_slope = c_p_fix_slope"	"Evaluated"	"C_yr"
"bbbb48"	"Clone"	"c_n_yr = exp(c_n_int_yr + c_n_slope * size_1)"	"Evaluated"	"C_yr"
"bbbb48"	"Clone"	"c_n_int_yr = c_n_fix_int + c_n_site_int + c_n_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb48"	"Clone"	"c_n_slope = c_n_fix_slope"	"Evaluated"	"C_yr"
"bbbb48"	"Clone"	"c_d_yr = Norm(c_d_mean_yr, c_d_sd)"	"Substituted"	"C_yr"
"bbbb48"	"Clone"	"c_d_mean_yr = c_d_int_yr + c_d_slope * size_1 + c_d_cons * size_1^2"	"Evaluated"	"C_yr"
"bbbb48"	"Clone"	"c_d_int_yr = c_d_fix_int + c_d_site_int + c_d_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb48"	"Clone"	"c_d_slope = c_d_fix_slope"	"Evaluated"	"C_yr"
"bbbb49"	"Survival"	"s_yr = 1/(1 + exp(-(surv_int_yr + surv_slope * size_1)))"	"Evaluated"	"P_yr"
"bbbb49"	"Survival"	"surv_int_yr = s_fix_int + s_site_int + s_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb49"	"Survival"	"surv_slope = s_fix_slope + s_site_slope"	"Evaluated"	"P_yr"
"bbbb49"	"Growth"	"g_yr = Norm(mean_growth_yr, sd_growth)"	"Substituted"	"P_yr"
"bbbb49"	"Growth"	"mean_growth_yr = int_growth_yr + slope_growth * size_1 - g_cons * size_1^2"	"Evaluated"	"P_yr"
"bbbb49"	"Growth"	"int_growth_yr = g_fix_int + g_site_int + g_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb49"	"Growth"	"slope_growth = g_fix_slope + g_site_slope"	"Evaluated"	"P_yr"
"bbbb49"	"Fecundity"	"f_p_yr = 1/(1 + exp(-(rep_int_yr + rep_slope * size_1)))"	"Evaluated"	"F_yr; B_yr"
"bbbb49"	"Fecundity"	"rep_int_yr = rep_fix_int + rep_site_int + rep_trans_int_yr"	"Evaluated"	"F_yr; B_yr"
"bbbb49"	"Fecundity"	"rep_slope = rep_fix_slope"	"Evaluated"	"F_yr; B_yr"
"bbbb49"	"Fecundity"	"f_n_yr =  exp(f_n_int_yr + f_n_slope * size_1)"	"Evaluated"	"F_yr; B_yr"
"bbbb49"	"Fecundity"	"f_n_int_yr = f_n_fix_int + f_n_site_int + f_n_trans_int_yr"	"Evaluated"	"F_yr; B_yr"
"bbbb49"	"Fecundity"	"f_n_slope = f_n_fix_slope"	"Evaluated"	"F_yr; B_yr"
"bbbb49"	"Fecundity"	"f_r = Norm(recr_mean, recr_sd)"	"Substituted"	"F_yr; B1_yr"
"bbbb49"	"Clone"	"c_p_yr = 1/(1 + exp(-(c_p_int_yr + c_p_slope * size_1)))"	"Evaluated"	"C_yr"
"bbbb49"	"Clone"	"c_p_int_yr = c_p_fix_int + c_p_site_int + c_p_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb49"	"Clone"	"c_p_slope = c_p_fix_slope"	"Evaluated"	"C_yr"
"bbbb49"	"Clone"	"c_n_yr = exp(c_n_int_yr + c_n_slope * size_1)"	"Evaluated"	"C_yr"
"bbbb49"	"Clone"	"c_n_int_yr = c_n_fix_int + c_n_site_int + c_n_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb49"	"Clone"	"c_n_slope = c_n_fix_slope"	"Evaluated"	"C_yr"
"bbbb49"	"Clone"	"c_d_yr = Norm(c_d_mean_yr, c_d_sd)"	"Evaluated"	"C_yr"
"bbbb49"	"Clone"	"c_d_mean_yr = c_d_int_yr + c_d_slope * size_1"	"Evaluated"	"C_yr"
"bbbb49"	"Clone"	"c_d_int_yr = c_d_fix_int + c_d_site_int + c_d_trans_int_yr"	"Evaluated"	"C_yr"
"bbbb49"	"Clone"	"c_d_slope = c_d_fix_slope"	"Evaluated"	"C_yr"
"bbbb50"	"Survival"	"s_yr = 1/(1 + exp(-(surv_int_yr + surv_slope * size_1)))"	"Evaluated"	"P_yr"
"bbbb50"	"Survival"	"surv_int_yr = s_fix_int + s_site_int + s_trans_int_yr"	"Evaluated"	"P_yr"
"bbbb50"	"Survival"	"surv_slope = s_fix_slope + s_site_slope"	"Evaluated"	"P_yr"
"bbbb50"	"Growth"	"g_yr = Norm(mean_growth_yr, sd_growth)"	"Substituted"	"P_yr"
"bbbb50"	"Growth"	"mean_growth_yr = int_growth_yr + slope_growth * size_1 - g_cons * size_1^2"	"Evaluated"	"P_yr"
"bbbb50"	"Growth"	"int_growth_yr = g_fix_int + g_site_int + g_trans_int_yr"	"Evaluated"	"P_yr"
