"ipm_id"	"kernel_id"	"formula"	"model_family"	"domain_start"	"domain_end"
"aaa385"	"P"	"P = s * g * d_height"	"CC"	"height"	"height"
"aaa385"	"F"	"F = f * fd * d_height"	"CC"	"height"	"height"
"aaa388"	"P"	"P = s * g * d_height"	"CC"	"height"	"height"
"aaa388"	"F"	"F = f * fd * d_height"	"CC"	"height"	"height"
"aaaa31"	"P_le"	"P_le = s_le * g_le * d_size"	"CC"	"size"	"size"
"aaaa31"	"stayBG_le"	"stayBG_le = sbg_le"	"DD"	"biggest"	"biggest"
"aaaa31"	"inBG_le"	"inBG_le = goBG_le"	"CD"	"size"	"biggest"
"aaaa32"	"P_le"	"P_le = s_le * g_le * d_size"	"CC"	"size"	"size"
"aaaa32"	"stayBG_le"	"stayBG_le = sbg_le"	"DD"	"biggest"	"biggest"
"aaaa32"	"inBG_le"	"inBG_le = goBG_le"	"CD"	"size"	"biggest"
"ccccc1"	"P"	"P = s * g"	"CC"	"sa"	"sa"
"ccccc1"	"F"	"F = p_r * r_s * r_d * r_r"	"CC"	"sa"	"sa"
"ddddd3"	"P"	"P = s * g"	"CC"	"svl"	"svl"
"ddddd3"	"F"	"F = d * r"	"CC"	"svl"	"svl"
"ddddd4"	"P"	"P = s * g"	"CC"	"size"	"size"
"ddddd4"	"F"	"F = d * r"	"CC"	"size"	"size"
"ddddd5"	"P"	"P = s * g"	"CC"	"svl"	"svl"
"ddddd5"	"F"	"F = d * r"	"CC"	"svl"	"svl"
"ddddd7"	"P"	"P = s * g"	"CC"	"wt"	"wt"
"ddddd7"	"F"	"F = d * r"	"CC"	"wt"	"wt"
"dddd10"	"P"	"P = s * g *d_len"	"CC"	"len"	"len"
"dddd10"	"F"	"F = d * r"	"CC"	"len"	"len"
"dddd11"	"P"	"P = s * g *d_len"	"CC"	"len"	"len"
"dddd11"	"F"	"F = d * r"	"CC"	"len"	"len"
"dddd13"	"P"	"P = s * g *d_len"	"CC"	"len"	"len"
"dddd13"	"F"	"F = d * r"	"CC"	"len"	"len"
"dddd14"	"P"	"P = s * g *d_len"	"CC"	"len"	"len"
"dddd14"	"F"	"F = d * r"	"CC"	"len"	"len"
"dddd21"	"P"	"P = s * g *d_len"	"CC"	"len"	"len"
"dddd21"	"F"	"F = d * r"	"CC"	"len"	"len"
"dddd24"	"P"	"P = s * g"	"CC"	"sl"	"sl"
"dddd24"	"F"	"F = d * r"	"CC"	"sl"	"sl"
"dddd26"	"P"	"P = s * g"	"CC"	"len"	"len"
"dddd26"	"F"	"F = d * r"	"CC"	"len"	"len"
"dddd29"	"P"	"P = s * g"	"CC"	"svl"	"svl"
"dddd29"	"F"	"F = (s * r * pHS * d)/2"	"CC"	"svl"	"svl"
"dddd30"	"P"	"P = s * g"	"CC"	"svl"	"svl"
"dddd30"	"F"	"F = s * r * pg * 0.5 * d"	"CC"	"svl"	"svl"
"dddd31"	"P"	"P = s * g"	"CC"	"svl"	"svl"
"dddd31"	"F"	"F = s * r * pg * 0.5 * d"	"CC"	"svl"	"svl"
"dddd32"	"P"	"P = s * g"	"CC"	"svl"	"svl"
"dddd32"	"F"	"F = s * r * pg * 0.5 * d"	"CC"	"svl"	"svl"
