"ipm_id","demographic_parameter","state_variable","parameter_name","parameter_value"
"aaa161","Survival","size","wsurv_i",3.0394
"aaa161","Survival","size","wsurv_s",1.7125
"aaa161","Survival","size","wsurv_f",-8.1854
"aaa161","Growth","size","g_i",3176.283
"aaa161","Growth","size","g_el",-1213.649
"aaa161","Growth","size","g_frost",-1737.254
"aaa161","Growth","size","g_s",0.41294
"aaa161","Growth","size","g_sd",5
"aaa161","Fecundity","size","fl_i",-4.43
"aaa161","Fecundity","size","fl_s",7.67
"aaa161","Fecundity","constant","germ_i",-7.3373
"aaa161","Fecundity","constant","germ_el",-2.5754
"aaa161","Fecundity","constant","es_p",1
"aaa161","Fecundity","constant","sdl_mean",2
"aaa161","Fecundity","constant","sdl_sd",1
"aaa161","Fecundity","constant","infl_n",0.91
"aaa161","Fecundity","constant","fl_n",4.88
"aaa161","Fecundity","constant","seed_i",2.58
"aaa161","Survival","size","smlv",7.327926
"aaa161","Survival","size","sslv",4.888872
"aaa161","Survival","size","wmlv",8.011013
"aaa161","Survival","size","wslv",2.597808
"aaa161","Fecundity","size","fmlv",9.088433
"aaa161","Fecundity","size","fslv",5.618146
"aaa161","General","constant","annfrost",0.460529852
"aaa161","General","constant","cumfrost",0.601521444
"aaa161","General","constant","elev_germ",0.209933582
"aaa161","General","constant","elev_g",0.193221308
"aaa161","General","constant","elev_s",0.595672916
"aaa162","Survival","size","ssurv_i",4.3351
"aaa162","Survival","size","ssurv_el",-1.5797
"aaa162","Survival","size","ssurv_s",2.224
"aaa162","Survival","size","wsurv_i",3.0394
"aaa162","Survival","size","wsurv_s",1.7125
"aaa162","Survival","size","wsurv_f",-8.1854
"aaa162","Growth","size","g_i",3176.283
"aaa162","Growth","size","g_el",-1213.649
"aaa162","Growth","size","g_frost",-1737.254
"aaa162","Growth","size","g_s",0.41294
"aaa162","Growth","size","g_sd",5
"aaa162","Fecundity","size","fl_i",-4.43
"aaa162","Fecundity","size","fl_s",7.67
"aaa162","Fecundity","constant","germ_i",-7.3373
"aaa162","Fecundity","constant","germ_el",-2.5754
"aaa162","Fecundity","constant","es_p",1
"aaa162","Fecundity","constant","sdl_mean",2
"aaa162","Fecundity","constant","sdl_sd",1
"aaa162","Fecundity","constant","infl_n",0.91
"aaa162","Fecundity","constant","fl_n",4.88
"aaa162","Fecundity","constant","seed_i",2.58
"aaa162","Survival","size","smlv",7.327926
"aaa162","Survival","size","sslv",4.888872
"aaa162","Survival","size","wmlv",8.011013
"aaa162","Survival","size","wslv",2.597808
"aaa162","Fecundity","size","fmlv",9.088433
"aaa162","Fecundity","size","fslv",5.618146
"aaa162","General","constant","annfrost",-0.400517463
"aaa162","General","constant","cumfrost",0.263986558
"aaa162","General","constant","elev_germ",-1.32104828
"aaa162","General","constant","elev_g",-1.396604572
"aaa162","General","constant","elev_s",-1.224272036
"aaa163","Survival","size","ssurv_i",4.3351
"aaa163","Survival","size","ssurv_el",-1.5797
"aaa163","Survival","size","ssurv_s",2.224
"aaa163","Survival","size","wsurv_i",3.0394
"aaa163","Survival","size","wsurv_s",1.7125
"aaa163","Survival","size","wsurv_f",-8.1854
"aaa163","Growth","size","g_i",3176.283
"aaa163","Growth","size","g_el",-1213.649
"aaa163","Growth","size","g_frost",-1737.254
"aaa163","Growth","size","g_s",0.41294
"aaa163","Growth","size","g_sd",5
"aaa163","Fecundity","size","fl_i",-4.43
"aaa163","Fecundity","size","fl_s",7.67
"aaa163","Fecundity","constant","germ_i",-7.3373
"aaa163","Fecundity","constant","germ_el",-2.5754
"aaa163","Fecundity","constant","es_p",1
"aaa163","Fecundity","constant","sdl_mean",2
"aaa163","Fecundity","constant","sdl_sd",1
"aaa163","Fecundity","constant","infl_n",0.91
"aaa163","Fecundity","constant","fl_n",4.88
"aaa163","Fecundity","constant","seed_i",2.58
"aaa163","Survival","size","smlv",7.327926
"aaa163","Survival","size","sslv",4.888872
"aaa163","Survival","size","wmlv",8.011013
"aaa163","Survival","size","wslv",2.597808
"aaa163","Fecundity","size","fmlv",9.088433
"aaa163","Fecundity","size","fslv",5.618146
"aaa163","General","constant","annfrost",-0.478794492
"aaa163","General","constant","cumfrost",0.214861233
"aaa163","General","constant","elev_germ",-1.325659671
"aaa163","General","constant","elev_g",-1.401393205
"aaa163","General","constant","elev_s",-1.229753798
"aaa164","Survival","size","ssurv_i",4.3351
"aaa164","Survival","size","ssurv_el",-1.5797
"aaa164","Survival","size","ssurv_s",2.224
"aaa164","Survival","size","wsurv_i",3.0394
"aaa164","Survival","size","wsurv_s",1.7125
"aaa164","Survival","size","wsurv_f",-8.1854
"aaa164","Growth","size","g_i",3176.283
"aaa164","Growth","size","g_el",-1213.649
"aaa164","Growth","size","g_frost",-1737.254
"aaa164","Growth","size","g_s",0.41294
"aaa164","Growth","size","g_sd",5
"aaa164","Fecundity","size","fl_i",-4.43
"aaa164","Fecundity","size","fl_s",7.67
"aaa164","Fecundity","constant","germ_i",-7.3373
"aaa164","Fecundity","constant","germ_el",-2.5754
"aaa164","Fecundity","constant","es_p",1
"aaa164","Fecundity","constant","sdl_mean",2
"aaa164","Fecundity","constant","sdl_sd",1
"aaa164","Fecundity","constant","infl_n",0.91
"aaa164","Fecundity","constant","fl_n",4.88
"aaa164","Fecundity","constant","seed_i",2.58
"aaa164","Survival","size","smlv",7.327926
"aaa164","Survival","size","sslv",4.888872
"aaa164","Survival","size","wmlv",8.011013
"aaa164","Survival","size","wslv",2.597808
"aaa164","Fecundity","size","fmlv",9.088433
"aaa164","Fecundity","size","fslv",5.618146
"aaa164","General","constant","annfrost",0.98237671
"aaa164","General","constant","cumfrost",0.724444675
"aaa164","General","constant","elev_germ",0.84169417
"aaa164","General","constant","elev_g",0.849263915
"aaa164","General","constant","elev_s",1.346674297
"aaa165","Survival","size","ssurv_i",4.3351
"aaa165","Survival","size","ssurv_el",-1.5797
"aaa165","Survival","size","ssurv_s",2.224
"aaa165","Survival","size","wsurv_i",3.0394
"aaa165","Survival","size","wsurv_s",1.7125
"aaa165","Survival","size","wsurv_f",-8.1854
"aaa165","Growth","size","g_i",3176.283
"aaa165","Growth","size","g_el",-1213.649
"aaa165","Growth","size","g_frost",-1737.254
"aaa165","Growth","size","g_s",0.41294
"aaa165","Growth","size","g_sd",5
"aaa165","Fecundity","size","fl_i",-4.43
"aaa165","Fecundity","size","fl_s",7.67
"aaa165","Fecundity","constant","germ_i",-7.3373
"aaa165","Fecundity","constant","germ_el",-2.5754
"aaa165","Fecundity","constant","es_p",1
"aaa165","Fecundity","constant","sdl_mean",2
"aaa165","Fecundity","constant","sdl_sd",1
"aaa165","Fecundity","constant","infl_n",0.91
"aaa165","Fecundity","constant","fl_n",4.88
"aaa165","Fecundity","constant","seed_i",2.58
"aaa165","Survival","size","smlv",7.327926
"aaa165","Survival","size","sslv",4.888872
"aaa165","Survival","size","wmlv",8.011013
"aaa165","Survival","size","wslv",2.597808
"aaa165","Fecundity","size","fmlv",9.088433
"aaa165","Fecundity","size","fslv",5.618146
"aaa165","General","constant","annfrost",1.060653738
"aaa165","General","constant","cumfrost",0.740209195
"aaa165","General","constant","elev_germ",0.814025823
"aaa165","General","constant","elev_g",0.820532122
"aaa165","General","constant","elev_s",1.313783726
"aaa166","Survival","size","ssurv_i",4.3351
"aaa166","Survival","size","ssurv_el",-1.5797
"aaa166","Survival","size","ssurv_s",2.224
"aaa166","Survival","size","wsurv_i",3.0394
"aaa166","Survival","size","wsurv_s",1.7125
"aaa166","Survival","size","wsurv_f",-8.1854
"aaa166","Growth","size","g_i",3176.283
"aaa166","Growth","size","g_el",-1213.649
"aaa166","Growth","size","g_frost",-1737.254
"aaa166","Growth","size","g_s",0.41294
"aaa166","Growth","size","g_sd",5
"aaa166","Fecundity","size","fl_i",-4.43
"aaa166","Fecundity","size","fl_s",7.67
"aaa166","Fecundity","constant","germ_i",-7.3373
"aaa166","Fecundity","constant","germ_el",-2.5754
"aaa166","Fecundity","constant","es_p",1
"aaa166","Fecundity","constant","sdl_mean",2
"aaa166","Fecundity","constant","sdl_sd",1
"aaa166","Fecundity","constant","infl_n",0.91
"aaa166","Fecundity","constant","fl_n",4.88
"aaa166","Fecundity","constant","seed_i",2.58
"aaa166","Survival","size","smlv",7.327926
"aaa166","Survival","size","sslv",4.888872
"aaa166","Survival","size","wmlv",8.011013
"aaa166","Survival","size","wslv",2.597808
"aaa166","Fecundity","size","fmlv",9.088433
"aaa166","Fecundity","size","fslv",5.618146
"aaa166","General","constant","annfrost",0.79973031
"aaa166","General","constant","cumfrost",0.685265306
"aaa166","General","constant","elev_germ",0.837082779
"aaa166","General","constant","elev_g",0.844475283
"aaa166","General","constant","elev_s",1.341192535
"aaa167","Survival","size","ssurv_i",4.3351
"aaa167","Survival","size","ssurv_el",-1.5797
"aaa167","Survival","size","ssurv_s",2.224
"aaa167","Survival","size","wsurv_i",3.0394
"aaa167","Survival","size","wsurv_s",1.7125
"aaa167","Survival","size","wsurv_f",-8.1854
"aaa167","Growth","size","g_i",3176.283
"aaa167","Growth","size","g_el",-1213.649
"aaa167","Growth","size","g_frost",-1737.254
"aaa167","Growth","size","g_s",0.41294
"aaa167","Growth","size","g_sd",5
"aaa167","Fecundity","size","fl_i",-4.43
"aaa167","Fecundity","size","fl_s",7.67
"aaa167","Fecundity","constant","germ_i",-7.3373
"aaa167","Fecundity","constant","germ_el",-2.5754
"aaa167","Fecundity","constant","es_p",1
"aaa167","Fecundity","constant","sdl_mean",2
"aaa167","Fecundity","constant","sdl_sd",1
"aaa167","Fecundity","constant","infl_n",0.91
"aaa167","Fecundity","constant","fl_n",4.88
"aaa167","Fecundity","constant","seed_i",2.58
"aaa167","Survival","size","smlv",7.327926
"aaa167","Survival","size","sslv",4.888872
"aaa167","Survival","size","wmlv",8.011013
"aaa167","Survival","size","wslv",2.597808
"aaa167","Fecundity","size","fmlv",9.088433
"aaa167","Fecundity","size","fslv",5.618146
"aaa167","General","constant","annfrost",0.851914995
"aaa167","General","constant","cumfrost",0.696825365
"aaa167","General","constant","elev_germ",1.095320683
"aaa167","General","constant","elev_g",1.112638685
"aaa167","General","constant","elev_s",1.648171202
"aaa168","Survival","size","ssurv_i",4.3351
"aaa168","Survival","size","ssurv_el",-1.5797
"aaa168","Survival","size","ssurv_s",2.224
"aaa168","Survival","size","wsurv_i",3.0394
"aaa168","Survival","size","wsurv_s",1.7125
"aaa168","Survival","size","wsurv_f",-8.1854
"aaa168","Growth","size","g_i",3176.283
"aaa168","Growth","size","g_el",-1213.649
"aaa168","Growth","size","g_frost",-1737.254
"aaa168","Growth","size","g_s",0.41294
"aaa168","Growth","size","g_sd",5
"aaa168","Fecundity","size","fl_i",-4.43
"aaa168","Fecundity","size","fl_s",7.67
"aaa168","Fecundity","constant","germ_i",-7.3373
"aaa168","Fecundity","constant","germ_el",-2.5754
"aaa168","Fecundity","constant","es_p",1
"aaa168","Fecundity","constant","sdl_mean",2
"aaa168","Fecundity","constant","sdl_sd",1
"aaa168","Fecundity","constant","infl_n",0.91
"aaa168","Fecundity","constant","fl_n",4.88
"aaa168","Fecundity","constant","seed_i",2.58
"aaa168","Survival","size","smlv",7.327926
"aaa168","Survival","size","sslv",4.888872
"aaa168","Survival","size","wmlv",8.011013
"aaa168","Survival","size","wslv",2.597808
"aaa168","Fecundity","size","fmlv",9.088433
"aaa168","Fecundity","size","fslv",5.618146
"aaa168","General","constant","annfrost",0.199606423
"aaa168","General","constant","cumfrost",0.523908239
"aaa168","General","constant","elev_germ",1.187548506
"aaa168","General","constant","elev_g",1.208411328
"aaa168","General","constant","elev_s",1.75780644
"aaa169","Survival","size","ssurv_i",4.3351
"aaa169","Survival","size","ssurv_el",-1.5797
"aaa169","Survival","size","ssurv_s",2.224
"aaa169","Survival","size","wsurv_i",3.0394
"aaa169","Survival","size","wsurv_s",1.7125
"aaa169","Survival","size","wsurv_f",-8.1854
"aaa169","Growth","size","g_i",3176.283
"aaa169","Growth","size","g_el",-1213.649
"aaa169","Growth","size","g_frost",-1737.254
"aaa169","Growth","size","g_s",0.41294
"aaa169","Growth","size","g_sd",5
"aaa169","Fecundity","size","fl_i",-4.43
"aaa169","Fecundity","size","fl_s",7.67
"aaa169","Fecundity","constant","germ_i",-7.3373
"aaa169","Fecundity","constant","germ_el",-2.5754
"aaa169","Fecundity","constant","es_p",1
"aaa169","Fecundity","constant","sdl_mean",2
"aaa169","Fecundity","constant","sdl_sd",1
"aaa169","Fecundity","constant","infl_n",0.91
"aaa169","Fecundity","constant","fl_n",4.88
"aaa169","Fecundity","constant","seed_i",2.58
"aaa169","Survival","size","smlv",7.327926
"aaa169","Survival","size","sslv",4.888872
"aaa169","Survival","size","wmlv",8.011013
"aaa169","Survival","size","wslv",2.597808
"aaa169","Fecundity","size","fmlv",9.088433
"aaa169","Fecundity","size","fslv",5.618146
"aaa169","General","constant","annfrost",0.878007338
"aaa169","General","constant","cumfrost",0.702491806
"aaa169","General","constant","elev_germ",0.850916952
"aaa169","General","constant","elev_g",0.85884118
"aaa169","General","constant","elev_s",1.357637821
"aaa170","Survival","size","ssurv_i",4.3351
"aaa170","Survival","size","ssurv_el",-1.5797
"aaa170","Survival","size","ssurv_s",2.224
"aaa170","Survival","size","wsurv_i",3.0394
"aaa170","Survival","size","wsurv_s",1.7125
"aaa170","Survival","size","wsurv_f",-8.1854
"aaa170","Growth","size","g_i",3176.283
"aaa170","Growth","size","g_el",-1213.649
"aaa170","Growth","size","g_frost",-1737.254
"aaa170","Growth","size","g_s",0.41294
"aaa170","Growth","size","g_sd",5
"aaa170","Fecundity","size","fl_i",-4.43
"aaa170","Fecundity","size","fl_s",7.67
"aaa170","Fecundity","constant","germ_i",-7.3373
"aaa170","Fecundity","constant","germ_el",-2.5754
"aaa170","Fecundity","constant","es_p",1
"aaa170","Fecundity","constant","sdl_mean",2
"aaa170","Fecundity","constant","sdl_sd",1
"aaa170","Fecundity","constant","infl_n",0.91
"aaa170","Fecundity","constant","fl_n",4.88
"aaa170","Fecundity","constant","seed_i",2.58
"aaa170","Survival","size","smlv",7.327926
"aaa170","Survival","size","sslv",4.888872
"aaa170","Survival","size","wmlv",8.011013
"aaa170","Survival","size","wslv",2.597808
"aaa170","Fecundity","size","fmlv",9.088433
"aaa170","Fecundity","size","fslv",5.618146
"aaa170","General","constant","annfrost",-0.37442512
"aaa170","General","constant","cumfrost",0.279197821
"aaa170","General","constant","elev_germ",-0.435661179
"aaa170","General","constant","elev_g",-0.477187196
"aaa170","General","constant","elev_s",-0.17177375
"aaa171","Survival","size","ssurv_i",4.3351
"aaa171","Survival","size","ssurv_el",-1.5797
"aaa171","Survival","size","ssurv_s",2.224
"aaa171","Survival","size","wsurv_i",3.0394
"aaa171","Survival","size","wsurv_s",1.7125
"aaa171","Survival","size","wsurv_f",-8.1854
"aaa171","Growth","size","g_i",3176.283
"aaa171","Growth","size","g_el",-1213.649
"aaa171","Growth","size","g_frost",-1737.254
"aaa171","Growth","size","g_s",0.41294
"aaa171","Growth","size","g_sd",5
"aaa171","Fecundity","size","fl_i",-4.43
"aaa171","Fecundity","size","fl_s",7.67
"aaa171","Fecundity","constant","germ_i",-7.3373
"aaa171","Fecundity","constant","germ_el",-2.5754
"aaa171","Fecundity","constant","es_p",1
"aaa171","Fecundity","constant","sdl_mean",2
"aaa171","Fecundity","constant","sdl_sd",1
"aaa171","Fecundity","constant","infl_n",0.91
"aaa171","Fecundity","constant","fl_n",4.88
"aaa171","Fecundity","constant","seed_i",2.58
"aaa171","Survival","size","smlv",7.327926
"aaa171","Survival","size","sslv",4.888872
"aaa171","Survival","size","wmlv",8.011013
"aaa171","Survival","size","wslv",2.597808
"aaa171","Fecundity","size","fmlv",9.088433
"aaa171","Fecundity","size","fslv",5.618146
"aaa171","General","constant","annfrost",-0.739717921
"aaa171","General","constant","cumfrost",-0.006569683
"aaa171","General","constant","elev_germ",-0.587837087
"aaa171","General","constant","elev_g",-0.635212057
"aaa171","General","constant","elev_s",-0.352671893
"aaa172","Survival","size","ssurv_i",4.3351
"aaa172","Survival","size","ssurv_el",-1.5797
"aaa172","Survival","size","ssurv_s",2.224
"aaa172","Survival","size","wsurv_i",3.0394
"aaa172","Survival","size","wsurv_s",1.7125
"aaa172","Survival","size","wsurv_f",-8.1854
"aaa172","Growth","size","g_i",3176.283
"aaa172","Growth","size","g_el",-1213.649
"aaa172","Growth","size","g_frost",-1737.254
"aaa172","Growth","size","g_s",0.41294
"aaa172","Growth","size","g_sd",5
"aaa172","Fecundity","size","fl_i",-4.43
"aaa172","Fecundity","size","fl_s",7.67
"aaa172","Fecundity","constant","germ_i",-7.3373
"aaa172","Fecundity","constant","germ_el",-2.5754
"aaa172","Fecundity","constant","es_p",1
"aaa172","Fecundity","constant","sdl_mean",2
"aaa172","Fecundity","constant","sdl_sd",1
"aaa172","Fecundity","constant","infl_n",0.91
"aaa172","Fecundity","constant","fl_n",4.88
"aaa172","Fecundity","constant","seed_i",2.58
"aaa172","Survival","size","smlv",7.327926
"aaa172","Survival","size","sslv",4.888872
"aaa172","Survival","size","wmlv",8.011013
"aaa172","Survival","size","wslv",2.597808
"aaa172","Fecundity","size","fmlv",9.088433
"aaa172","Fecundity","size","fslv",5.618146
"aaa172","General","constant","annfrost",-0.765810264
"aaa172","General","constant","cumfrost",-0.036476473
"aaa172","General","constant","elev_germ",-0.27887388
"aaa172","General","constant","elev_g",-0.314373702
"aaa172","General","constant","elev_s",0.014606155
"aaa173","Survival","size","ssurv_i",4.3351
"aaa173","Survival","size","ssurv_el",-1.5797
"aaa173","Survival","size","ssurv_s",2.224
"aaa173","Survival","size","wsurv_i",3.0394
"aaa173","Survival","size","wsurv_s",1.7125
"aaa173","Survival","size","wsurv_f",-8.1854
"aaa173","Growth","size","g_i",3176.283
"aaa173","Growth","size","g_el",-1213.649
"aaa173","Growth","size","g_frost",-1737.254
"aaa173","Growth","size","g_s",0.41294
"aaa173","Growth","size","g_sd",5
"aaa173","Fecundity","size","fl_i",-4.43
"aaa173","Fecundity","size","fl_s",7.67
"aaa173","Fecundity","constant","germ_i",-7.3373
"aaa173","Fecundity","constant","germ_el",-2.5754
"aaa173","Fecundity","constant","es_p",1
"aaa173","Fecundity","constant","sdl_mean",2
"aaa173","Fecundity","constant","sdl_sd",1
"aaa173","Fecundity","constant","infl_n",0.91
"aaa173","Fecundity","constant","fl_n",4.88
"aaa173","Fecundity","constant","seed_i",2.58
"aaa173","Survival","size","smlv",7.327926
"aaa173","Survival","size","sslv",4.888872
"aaa173","Survival","size","wmlv",8.011013
"aaa173","Survival","size","wslv",2.597808
"aaa173","Fecundity","size","fmlv",9.088433
"aaa173","Fecundity","size","fslv",5.618146
"aaa173","General","constant","annfrost",1.399854196
"aaa173","General","constant","cumfrost",0.802583944
"aaa173","General","constant","elev_germ",0.113094368
"aaa173","General","constant","elev_g",0.092660032
"aaa173","General","constant","elev_s",0.480555916
"aaa174","Survival","size","ssurv_i",4.3351
"aaa174","Survival","size","ssurv_el",-1.5797
"aaa174","Survival","size","ssurv_s",2.224
"aaa174","Survival","size","wsurv_i",3.0394
"aaa174","Survival","size","wsurv_s",1.7125
"aaa174","Survival","size","wsurv_f",-8.1854
"aaa174","Growth","size","g_i",3176.283
"aaa174","Growth","size","g_el",-1213.649
"aaa174","Growth","size","g_frost",-1737.254
"aaa174","Growth","size","g_s",0.41294
"aaa174","Growth","size","g_sd",5
"aaa174","Fecundity","size","fl_i",-4.43
"aaa174","Fecundity","size","fl_s",7.67
"aaa174","Fecundity","constant","germ_i",-7.3373
"aaa174","Fecundity","constant","germ_el",-2.5754
"aaa174","Fecundity","constant","es_p",1
"aaa174","Fecundity","constant","sdl_mean",2
"aaa174","Fecundity","constant","sdl_sd",1
"aaa174","Fecundity","constant","infl_n",0.91
"aaa174","Fecundity","constant","fl_n",4.88
"aaa174","Fecundity","constant","seed_i",2.58
"aaa174","Survival","size","smlv",7.327926
"aaa174","Survival","size","sslv",4.888872
"aaa174","Survival","size","wmlv",8.011013
"aaa174","Survival","size","wslv",2.597808
"aaa174","Fecundity","size","fmlv",9.088433
"aaa174","Fecundity","size","fslv",5.618146
"aaa174","General","constant","annfrost",-0.504886835
"aaa174","General","constant","cumfrost",0.197165857
"aaa174","General","constant","elev_germ",0.048534892
"aaa174","General","constant","elev_g",0.025619182
"aaa174","General","constant","elev_s",0.40381125
"aaa175","Survival","size","ssurv_i",4.3351
"aaa175","Survival","size","ssurv_el",-1.5797
"aaa175","Survival","size","ssurv_s",2.224
"aaa175","Survival","size","wsurv_i",3.0394
"aaa175","Survival","size","wsurv_s",1.7125
"aaa175","Survival","size","wsurv_f",-8.1854
"aaa175","Growth","size","g_i",3176.283
"aaa175","Growth","size","g_el",-1213.649
"aaa175","Growth","size","g_frost",-1737.254
"aaa175","Growth","size","g_s",0.41294
"aaa175","Growth","size","g_sd",5
"aaa175","Fecundity","size","fl_i",-4.43
"aaa175","Fecundity","size","fl_s",7.67
"aaa175","Fecundity","constant","germ_i",-7.3373
"aaa175","Fecundity","constant","germ_el",-2.5754
"aaa175","Fecundity","constant","es_p",1
"aaa175","Fecundity","constant","sdl_mean",2
"aaa175","Fecundity","constant","sdl_sd",1
"aaa175","Fecundity","constant","infl_n",0.91
"aaa175","Fecundity","constant","fl_n",4.88
"aaa175","Fecundity","constant","seed_i",2.58
"aaa175","Survival","size","smlv",7.327926
"aaa175","Survival","size","sslv",4.888872
"aaa175","Survival","size","wmlv",8.011013
"aaa175","Survival","size","wslv",2.597808
"aaa175","Fecundity","size","fmlv",9.088433
"aaa175","Fecundity","size","fslv",5.618146
"aaa175","General","constant","annfrost",-0.400517463
"aaa175","General","constant","cumfrost",0.263986558
"aaa175","General","constant","elev_germ",-0.043692931
"aaa175","General","constant","elev_g",-0.070153461
"aaa175","General","constant","elev_s",0.294176012
"aaa176","Survival","size","ssurv_i",4.3351
"aaa176","Survival","size","ssurv_el",-1.5797
"aaa176","Survival","size","ssurv_s",2.224
"aaa176","Survival","size","wsurv_i",3.0394
"aaa176","Survival","size","wsurv_s",1.7125
"aaa176","Survival","size","wsurv_f",-8.1854
"aaa176","Growth","size","g_i",3176.283
"aaa176","Growth","size","g_el",-1213.649
"aaa176","Growth","size","g_frost",-1737.254
"aaa176","Growth","size","g_s",0.41294
"aaa176","Growth","size","g_sd",5
"aaa176","Fecundity","size","fl_i",-4.43
"aaa176","Fecundity","size","fl_s",7.67
"aaa176","Fecundity","constant","germ_i",-7.3373
"aaa176","Fecundity","constant","germ_el",-2.5754
"aaa176","Fecundity","constant","es_p",1
"aaa176","Fecundity","constant","sdl_mean",2
"aaa176","Fecundity","constant","sdl_sd",1
"aaa176","Fecundity","constant","infl_n",0.91
"aaa176","Fecundity","constant","fl_n",4.88
"aaa176","Fecundity","constant","seed_i",2.58
"aaa176","Survival","size","smlv",7.327926
"aaa176","Survival","size","sslv",4.888872
"aaa176","Survival","size","wmlv",8.011013
"aaa176","Survival","size","wslv",2.597808
"aaa176","Fecundity","size","fmlv",9.088433
"aaa176","Fecundity","size","fslv",5.618146
"aaa176","General","constant","annfrost",-1.078918378
"aaa176","General","constant","cumfrost",-0.879982843
"aaa176","General","constant","elev_germ",-0.652396563
"aaa176","General","constant","elev_g",-0.702252908
"aaa176","General","constant","elev_s",-0.42941656
"aaa177","Survival","size","ssurv_i",4.3351
"aaa177","Survival","size","ssurv_el",-1.5797
"aaa177","Survival","size","ssurv_s",2.224
"aaa177","Survival","size","wsurv_i",3.0394
"aaa177","Survival","size","wsurv_s",1.7125
"aaa177","Survival","size","wsurv_f",-8.1854
"aaa177","Growth","size","g_i",3176.283
"aaa177","Growth","size","g_el",-1213.649
"aaa177","Growth","size","g_frost",-1737.254
"aaa177","Growth","size","g_s",0.41294
"aaa177","Growth","size","g_sd",5
"aaa177","Fecundity","size","fl_i",-4.43
"aaa177","Fecundity","size","fl_s",7.67
"aaa177","Fecundity","constant","germ_i",-7.3373
"aaa177","Fecundity","constant","germ_el",-2.5754
"aaa177","Fecundity","constant","es_p",1
"aaa177","Fecundity","constant","sdl_mean",2
"aaa177","Fecundity","constant","sdl_sd",1
"aaa177","Fecundity","constant","infl_n",0.91
"aaa177","Fecundity","constant","fl_n",4.88
"aaa177","Fecundity","constant","seed_i",2.58
"aaa177","Survival","size","smlv",7.327926
"aaa177","Survival","size","sslv",4.888872
"aaa177","Survival","size","wmlv",8.011013
"aaa177","Survival","size","wslv",2.597808
"aaa177","Fecundity","size","fmlv",9.088433
"aaa177","Fecundity","size","fslv",5.618146
"aaa177","General","constant","annfrost",-0.557071521
"aaa177","General","constant","cumfrost",0.159448468
"aaa177","General","constant","elev_germ",-0.675453519
"aaa177","General","constant","elev_g",-0.726196069
"aaa177","General","constant","elev_s",-0.456825369
"aaa178","Survival","size","ssurv_i",4.3351
"aaa178","Survival","size","ssurv_el",-1.5797
"aaa178","Survival","size","ssurv_s",2.224
"aaa178","Survival","size","wsurv_i",3.0394
"aaa178","Survival","size","wsurv_s",1.7125
"aaa178","Survival","size","wsurv_f",-8.1854
"aaa178","Growth","size","g_i",3176.283
"aaa178","Growth","size","g_el",-1213.649
"aaa178","Growth","size","g_frost",-1737.254
"aaa178","Growth","size","g_s",0.41294
"aaa178","Growth","size","g_sd",5
"aaa178","Fecundity","size","fl_i",-4.43
"aaa178","Fecundity","size","fl_s",7.67
"aaa178","Fecundity","constant","germ_i",-7.3373
"aaa178","Fecundity","constant","germ_el",-2.5754
"aaa178","Fecundity","constant","es_p",1
"aaa178","Fecundity","constant","sdl_mean",2
"aaa178","Fecundity","constant","sdl_sd",1
"aaa178","Fecundity","constant","infl_n",0.91
"aaa178","Fecundity","constant","fl_n",4.88
"aaa178","Fecundity","constant","seed_i",2.58
"aaa178","Survival","size","smlv",7.327926
"aaa178","Survival","size","sslv",4.888872
"aaa178","Survival","size","wmlv",8.011013
"aaa178","Survival","size","wslv",2.597808
"aaa178","Fecundity","size","fmlv",9.088433
"aaa178","Fecundity","size","fslv",5.618146
"aaa178","General","constant","annfrost",-0.087409349
"aaa178","General","constant","cumfrost",0.418596773
"aaa178","General","constant","elev_germ",1.021538425
"aaa178","General","constant","elev_g",1.03602057
"aaa178","General","constant","elev_s",1.560463012
"aaa179","Survival","size","ssurv_i",4.3351
"aaa179","Survival","size","ssurv_el",-1.5797
"aaa179","Survival","size","ssurv_s",2.224
"aaa179","Survival","size","wsurv_i",3.0394
"aaa179","Survival","size","wsurv_s",1.7125
"aaa179","Survival","size","wsurv_f",-8.1854
"aaa179","Growth","size","g_i",3176.283
"aaa179","Growth","size","g_el",-1213.649
"aaa179","Growth","size","g_frost",-1737.254
"aaa179","Growth","size","g_s",0.41294
"aaa179","Growth","size","g_sd",5
"aaa179","Fecundity","size","fl_i",-4.43
"aaa179","Fecundity","size","fl_s",7.67
"aaa179","Fecundity","constant","germ_i",-7.3373
"aaa179","Fecundity","constant","germ_el",-2.5754
"aaa179","Fecundity","constant","es_p",1
"aaa179","Fecundity","constant","sdl_mean",2
"aaa179","Fecundity","constant","sdl_sd",1
"aaa179","Fecundity","constant","infl_n",0.91
"aaa179","Fecundity","constant","fl_n",4.88
"aaa179","Fecundity","constant","seed_i",2.58
"aaa179","Survival","size","smlv",7.327926
"aaa179","Survival","size","sslv",4.888872
"aaa179","Survival","size","wmlv",8.011013
"aaa179","Survival","size","wslv",2.597808
"aaa179","Fecundity","size","fmlv",9.088433
"aaa179","Fecundity","size","fslv",5.618146
"aaa179","General","constant","annfrost",2.834933055
"aaa179","General","constant","cumfrost",0.997288397
"aaa179","General","constant","elev_germ",1.60257371
"aaa179","General","constant","elev_g",1.639388224
"aaa179","General","constant","elev_s",2.251165011
"aaa180","Survival","size","ssurv_i",4.3351
